user_id,hotel_name,rating,price,near_station,restaurant,entertain,shopping_mall,convenience_store,trip_type,companion,star,district,destination
,APA Hotel Higashi Shinjuku Kabukicho,3.4,0.034454103,0.1125,0.25,0.25,0.1375,0.25,leisure,solo,3,Shinjuku Ward, Tokyo
,APA Hotel Higashi Shinjuku Kabukicho,3.4,0.039589808,0.1125,0.25,0.25,0.1375,0.25,leisure,couple,3,Shinjuku Ward, Tokyo
,APA Hotel Higashi Shinjuku Kabukicho,3.4,0.090996726,0.1125,0.25,0.25,0.1375,0.25,business,friend,3,Shinjuku Ward, Tokyo
,APA Hotel Iidabashi Ekimae,3.4,0.070437283,0.096153846,0.384615385,0.076923077,0.057692308,0.384615385,leisure,family,3,Chiyoda, Tokyo
,APA Hotel Iidabashi Ekimae,3.4,0.070437283,0.096153846,0.384615385,0.076923077,0.057692308,0.384615385,business,family,3,Chiyoda, Tokyo
,APA Hotel Kanda Jimbocho Ekihigashi,3.4,0.070437283,0.158730159,0.317460317,0.111111111,0.095238095,0.317460317,leisure,friend,3,Chiyoda, Tokyo
,APA Hotel Kanda Jimbocho Ekihigashi,3.4,0.024166071,0.158730159,0.317460317,0.111111111,0.095238095,0.317460317,business,solo,3,Chiyoda, Tokyo
,APA Hotel Kanda Jimbocho Ekihigashi,3.4,0.024166071,0.158730159,0.317460317,0.111111111,0.095238095,0.317460317,leisure,solo,3,Chiyoda, Tokyo
,APA Hotel Kanda Jimbocho Ekihigashi,3.4,0.065301577,0.158730159,0.317460317,0.111111111,0.095238095,0.317460317,leisure,family,3,Chiyoda, Tokyo
,APA Hotel Keikyu Kamata-Ekimae,3.4,0.024166071,0.16,0.266666667,0.266666667,0.04,0.266666667,leisure,solo,3,Ota Ward, Tokyo
,APA Hotel Keisei Ueno Ekimae,3.4,0.1218442,0.166666667,0.208333333,0.208333333,0.208333333,0.208333333,business,friend,3,Taito, Tokyo
,APA Hotel Keisei Ueno Ekimae,3.4,0.055013546,0.166666667,0.208333333,0.208333333,0.208333333,0.208333333,business,couple,3,Taito, Tokyo
,APA Hotel Keisei Ueno Ekimae,3.4,0.111556169,0.166666667,0.208333333,0.208333333,0.208333333,0.208333333,leisure,family,3,Taito, Tokyo
,APA Hotel Keisei Ueno Ekimae,3.4,0.044725514,0.166666667,0.208333333,0.208333333,0.208333333,0.208333333,leisure,solo,3,Taito, Tokyo
,APA Hotel Keisei Ueno Ekimae,3.4,0.055013546,0.166666667,0.208333333,0.208333333,0.208333333,0.208333333,leisure,couple,3,Taito, Tokyo
,APA Hotel Keisei Ueno Ekimae,3.4,0.044725514,0.166666667,0.208333333,0.208333333,0.208333333,0.208333333,business,solo,3,Taito, Tokyo
,APA Hotel Kodemmacho-ekimae,3.4,0.029301777,0.290322581,0.322580645,0.048387097,0.016129032,0.322580645,business,solo,3,Chuo Ward, Tokyo
,APA Hotel Kodemmacho-ekimae,3.4,0.034454103,0.290322581,0.322580645,0.048387097,0.016129032,0.322580645,leisure,couple,3,Chuo Ward, Tokyo
,APA Hotel Kodemmacho-ekimae,3.4,0.075572989,0.290322581,0.322580645,0.048387097,0.016129032,0.322580645,business,family,3,Chuo Ward, Tokyo
,APA Hotel Kodemmacho-ekimae,3.4,0.029301777,0.290322581,0.322580645,0.048387097,0.016129032,0.322580645,leisure,solo,3,Chuo Ward, Tokyo
,APA Hotel Kodemmacho-ekimae,3.4,0.034454103,0.290322581,0.322580645,0.048387097,0.016129032,0.322580645,business,couple,3,Chuo Ward, Tokyo
,APA Hotel Nihombashi Hamacho-eki Minami,3.4,0.096149052,0.25,0.555555556,0,0.027777778,0.166666667,business,family,3,Chuo Ward, Tokyo
,APA Hotel Nihombashi Hamacho-eki Minami,3.4,0.023650838,0.25,0.555555556,0,0.027777778,0.166666667,business,solo,3,Chuo Ward, Tokyo
,APA Hotel Nihombashi Hamacho-eki Minami,3.4,0.079694849,0.25,0.555555556,0,0.027777778,0.166666667,leisure,friend,3,Chuo Ward, Tokyo
,APA Hotel Nihombashi Hamacho-eki Minami,3.4,0.023650838,0.25,0.555555556,0,0.027777778,0.166666667,leisure,solo,3,Chuo Ward, Tokyo
,APA Hotel Nihombashi Hamacho-eki Minami,3.4,0.096149052,0.25,0.555555556,0,0.027777778,0.166666667,leisure,family,3,Chuo Ward, Tokyo
,APA Hotel Nihombashi Hamacho-eki Minami,3.4,0.079694849,0.25,0.555555556,0,0.027777778,0.166666667,business,friend,3,Chuo Ward, Tokyo
,APA Hotel Ningyocho-eki Kita,3.4,0.024166071,0.222222222,0.277777778,0.208333333,0.013888889,0.277777778,business,solo,3,Chuo Ward, Tokyo
,APA Hotel Ningyocho-eki Kita,3.4,0.029301777,0.222222222,0.277777778,0.208333333,0.013888889,0.277777778,business,couple,3,Chuo Ward, Tokyo
,APA Hotel Okachimachi Eki-Kita S,3.4,0.099223827,0.166666667,0.208333333,0.208333333,0.208333333,0.208333333,leisure,friend,3,Taito, Tokyo
,APA Hotel Okachimachi Eki-Kita S,3.4,0.092293117,0.166666667,0.208333333,0.208333333,0.208333333,0.208333333,leisure,family,3,Taito, Tokyo
,APA Hotel Okachimachi Eki-Kita S,3.4,0.092293117,0.166666667,0.208333333,0.208333333,0.208333333,0.208333333,business,family,3,Taito, Tokyo
,APA Hotel Okachimachi Eki-Kita S,3.4,0.043711669,0.166666667,0.208333333,0.208333333,0.208333333,0.208333333,business,couple,3,Taito, Tokyo
,APA Hotel Okachimachi Eki-Kita S,3.4,0.043711669,0.166666667,0.208333333,0.208333333,0.208333333,0.208333333,leisure,couple,3,Taito, Tokyo
,APA Hotel Roppongi Ekimae,3.4,0.1218442,0.186813187,0.21978022,0.21978022,0.153846154,0.21978022,business,friend,3,Minato, Tokyo
,APA Hotel Roppongi Ekimae,3.4,0.044725514,0.186813187,0.21978022,0.21978022,0.153846154,0.21978022,leisure,solo,3,Minato, Tokyo
,APA Hotel Roppongi Ekimae,3.4,0.044725514,0.186813187,0.21978022,0.21978022,0.153846154,0.21978022,business,solo,3,Minato, Tokyo
,APA Hotel Roppongi Ekimae,3.4,0.055013546,0.186813187,0.21978022,0.21978022,0.153846154,0.21978022,leisure,couple,3,Minato, Tokyo
,APA Hotel Roppongi-Ichome Ekimae,2.6,0.111556169,0.136363636,0.303030303,0.303030303,0.045454545,0.212121212,leisure,friend,3,Minato, Tokyo
,APA Hotel Shibuya Dogenzakaue,2.6,0.109511859,0.151162791,0.23255814,0.23255814,0.151162791,0.23255814,business,friend,3,Shibuya Ward, Tokyo
,APA Hotel Shimbashi Onarimon,3,0.090996726,0.148648649,0.27027027,0.27027027,0.040540541,0.27027027,business,friend,3,Minato, Tokyo
,APA Hotel Shimbashi Toranomon,3.4,0.039589808,0.202531646,0.253164557,0.253164557,0.037974684,0.253164557,leisure,solo,3,Minato, Tokyo
,APA Hotel Shimbashi Toranomon,3.4,0.101284757,0.202531646,0.253164557,0.253164557,0.037974684,0.253164557,business,friend,3,Minato, Tokyo
,APA Hotel Shinagawa Sengakuji Eki-Mae,3.4,0.023650838,0.142857143,0.571428571,0,0.085714286,0.2,leisure,solo,3,Minato, Tokyo
,APA Hotel Shinagawa Sengakuji Eki-Mae,3.4,0.064786345,0.142857143,0.571428571,0,0.085714286,0.2,business,family,3,Minato, Tokyo
,APA Hotel Shinjuku Gyoemmae,3.4,0.056559243,0.166666667,0.208333333,0.208333333,0.208333333,0.208333333,business,solo,3,Shinjuku Ward, Tokyo
,APA Hotel Shinjuku Gyoemmae,3.4,0.056559243,0.166666667,0.208333333,0.208333333,0.208333333,0.208333333,leisure,solo,3,Shinjuku Ward, Tokyo
,APA Hotel Shintomicho-Ekikita,4.2,0.070437283,0.196721311,0.327868852,0.081967213,0.06557377,0.327868852,business,family,3,Chuo Ward, Tokyo
,APA Hotel Shintomicho-Ekimae,3.4,0.075572989,0.23880597,0.298507463,0.074626866,0.089552239,0.298507463,leisure,family,3,Chuo Ward, Tokyo
,APA Hotel Shintomicho-Ekimae,3.4,0.075572989,0.23880597,0.298507463,0.074626866,0.089552239,0.298507463,leisure,friend,3,Chuo Ward, Tokyo
,APA Hotel Shintomicho-Ekimae,3.4,0.024166071,0.23880597,0.298507463,0.074626866,0.089552239,0.298507463,business,solo,3,Chuo Ward, Tokyo
,APA Hotel Shintomicho-Ekimae,3.4,0.075572989,0.23880597,0.298507463,0.074626866,0.089552239,0.298507463,business,family,3,Chuo Ward, Tokyo
,APA Hotel Shintomicho-Ekimae,3.4,0.024166071,0.23880597,0.298507463,0.074626866,0.089552239,0.298507463,leisure,solo,3,Chuo Ward, Tokyo
,APA Hotel Shintomicho-Ekimae,3.4,0.075572989,0.23880597,0.298507463,0.074626866,0.089552239,0.298507463,business,friend,3,Chuo Ward, Tokyo
,APA Hotel Sugamo Ekimae,4.2,0.029301777,0.076923077,0.384615385,0.269230769,0.038461538,0.230769231,business,couple,3,Toshima, Tokyo
,APA Hotel Sugamo Ekimae,4.2,0.029301777,0.076923077,0.384615385,0.269230769,0.038461538,0.230769231,leisure,couple,3,Toshima, Tokyo
,APA Hotel Sugamo Ekimae,4.2,0.019030365,0.076923077,0.384615385,0.269230769,0.038461538,0.230769231,business,solo,3,Toshima, Tokyo
,APA Hotel Sugamo Ekimae,4.2,0.019030365,0.076923077,0.384615385,0.269230769,0.038461538,0.230769231,leisure,solo,3,Toshima, Tokyo
,APA Hotel TKP Nippori Ekimae,3.4,0.070437283,0.096153846,0.384615385,0.230769231,0,0.288461538,leisure,friend,3,Arakawa, Tokyo
,APA Hotel TKP Nippori Ekimae,3.4,0.070437283,0.096153846,0.384615385,0.230769231,0,0.288461538,business,friend,3,Arakawa, Tokyo
,APA Hotel Tokyo Itabashi,2.6,0.070437283,0.111111111,0.444444444,0.111111111,0,0.333333333,business,friend,3,Tokyo,0
,APA Hotel Tokyo Kudanshita,3,0.075572989,0.098039216,0.392156863,0.078431373,0.039215686,0.392156863,leisure,friend,3,Chiyoda, Tokyo
,APA Hotel Tsukiji-eki Minami,3.4,0.073013446,0.237288136,0.338983051,0,0.084745763,0.338983051,leisure,family,3,Chuo Ward, Tokyo
,APA Hotel Tsukiji-eki Minami,3.4,0.073013446,0.237288136,0.338983051,0,0.084745763,0.338983051,business,family,3,Chuo Ward, Tokyo
,APA Hotel Tsukiji-eki Minami,3.4,0.075572989,0.237288136,0.338983051,0,0.084745763,0.338983051,business,friend,3,Chuo Ward, Tokyo
,APA Hotel Ueno-Ekimae,3.4,0.039589808,0.042553191,0.425531915,0.021276596,0.085106383,0.425531915,business,solo,3,Taito, Tokyo
,APA Hotel Ueno-Ekimae,3.4,0.044725514,0.042553191,0.425531915,0.021276596,0.085106383,0.425531915,leisure,couple,3,Taito, Tokyo
,APA Hotel Ueno-Ekimae,3.4,0.101284757,0.042553191,0.425531915,0.021276596,0.085106383,0.425531915,business,friend,3,Taito, Tokyo
,APA Hotel Ueno-Ekimae,3.4,0.039589808,0.042553191,0.425531915,0.021276596,0.085106383,0.425531915,leisure,solo,3,Taito, Tokyo
,APA Hotel Ueno-Ekimae,3.4,0.044725514,0.042553191,0.425531915,0.021276596,0.085106383,0.425531915,business,couple,3,Taito, Tokyo
,ARTnSHELTER,3.4,0.049213024,0.166666667,0.555555556,0,0,0.277777778,business,friend,1,Shinagawa Ward, Tokyo
,ARTnSHELTER,3.4,0.049213024,0.166666667,0.555555556,0,0,0.277777778,leisure,friend,1,Shinagawa Ward, Tokyo
,ARTnSHELTER,3.4,0.001811624,0.166666667,0.555555556,0,0,0.277777778,business,solo,1,Shinagawa Ward, Tokyo
,Ace Inn Asakusa,3.4,0.04987784,0.170212766,0.425531915,0.063829787,0.042553191,0.29787234,leisure,family,3,Taito, Tokyo
,Ace Inn Asakusa,3.4,0.001030465,0.170212766,0.425531915,0.063829787,0.042553191,0.29787234,leisure,solo,3,Taito, Tokyo
,Ace Inn Shinjuku,3,0.055944288,0.14893617,0.425531915,0.085106383,0,0.340425532,leisure,friend,1,Shinjuku Ward, Tokyo
,Ai Hotel Nihonbashi,3.4,0.051672844,0.158730159,0.317460317,0.19047619,0.015873016,0.317460317,leisure,couple,3,Chuo Ward, Tokyo
,Ai Hotel Nihonbashi,3.4,0.051672844,0.158730159,0.317460317,0.19047619,0.015873016,0.317460317,business,couple,3,Chuo Ward, Tokyo
,Ai Hotel Nihonbashi,3.4,0.04499144,0.158730159,0.317460317,0.19047619,0.015873016,0.317460317,leisure,solo,3,Chuo Ward, Tokyo
,Akasaka Excel Hotel Tokyu,3.4,0.203566739,0.155844156,0.25974026,0.25974026,0.064935065,0.25974026,leisure,family,4,Minato, Tokyo
,Akasaka Excel Hotel Tokyu,3.4,0.203566739,0.155844156,0.25974026,0.25974026,0.064935065,0.25974026,business,family,4,Minato, Tokyo
,Akasaka Granbell Hotel,3.4,0.054498313,0.164556962,0.253164557,0.253164557,0.075949367,0.253164557,leisure,couple,3,Minato, Tokyo
,Akasaka Granbell Hotel,3.4,0.120813735,0.164556962,0.253164557,0.253164557,0.075949367,0.253164557,business,friend,3,Minato, Tokyo
,Akihabara Hotel 3000,3.4,0.004836538,0.071428571,0.285714286,0.285714286,0.071428571,0.285714286,leisure,solo,1,Chiyoda, Tokyo
,Akihabara Hotel 3000,3.4,0.004836538,0.071428571,0.285714286,0.285714286,0.071428571,0.285714286,business,solo,1,Chiyoda, Tokyo
,Akihabara Hotel 3000,3.4,0.071467748,0.071428571,0.285714286,0.285714286,0.071428571,0.285714286,leisure,friend,1,Chiyoda, Tokyo
,Akihabara Washington Hotel,3.8,0.046487277,0.101123596,0.224719101,0.224719101,0.224719101,0.224719101,leisure,solo,3,Chiyoda, Tokyo
,Akihabara Washington Hotel,3.8,0.046487277,0.101123596,0.224719101,0.224719101,0.224719101,0.224719101,business,solo,3,Chiyoda, Tokyo
,Anne Hostel,3.4,0.020060831,0.16,0.4,0.14,0.02,0.28,business,couple,1,Taito, Tokyo
,Anne Hostel,3.4,0.020060831,0.16,0.4,0.14,0.02,0.28,leisure,couple,1,Taito, Tokyo
,Anne Hostel,3.4,0.05192215,0.16,0.4,0.14,0.02,0.28,business,friend,1,Taito, Tokyo
,Annex Check In Shimbashi,3,0.032492895,0.192771084,0.240963855,0.240963855,0.084337349,0.240963855,business,solo,2,Minato, Tokyo
,Annex Check In Shimbashi,3,0.045855702,0.192771084,0.240963855,0.240963855,0.084337349,0.240963855,business,family,2,Minato, Tokyo
,Annex Check In Shimbashi,3,0.032492895,0.192771084,0.240963855,0.240963855,0.084337349,0.240963855,leisure,solo,2,Minato, Tokyo
,Annex Check In Shimbashi,3,0.045855702,0.192771084,0.240963855,0.240963855,0.084337349,0.240963855,leisure,family,2,Minato, Tokyo
,Annex Check In Shimbashi,3,0.103545133,0.192771084,0.240963855,0.240963855,0.084337349,0.240963855,business,friend,2,Minato, Tokyo
,Annex Katsutaro Ryokan,3.8,0.115678029,0.105263158,0.526315789,0.078947368,0.026315789,0.263157895,leisure,friend,2,Bunkyo, Tokyo
,Annex Katsutaro Ryokan,3.8,0.05192215,0.105263158,0.526315789,0.078947368,0.026315789,0.263157895,business,family,2,Bunkyo, Tokyo
,Ark Hotel Tokyo Ikebukuro,3.4,0.076088221,0.183673469,0.204081633,0.204081633,0.204081633,0.204081633,business,family,3,Toshima, Tokyo
,Ark Hotel Tokyo Ikebukuro,3.4,0.041900045,0.183673469,0.204081633,0.204081633,0.204081633,0.204081633,leisure,couple,3,Toshima, Tokyo
,Ark Hotel Tokyo Ikebukuro,3.4,0.076088221,0.183673469,0.204081633,0.204081633,0.204081633,0.204081633,leisure,family,3,Toshima, Tokyo
,Asakusa Central Hotel,3.4,0.055013546,0.162790698,0.23255814,0.139534884,0.23255814,0.23255814,leisure,family,3,Taito, Tokyo
,Asakusa Hotel Hatago,4.2,0.111556169,0.21875,0.3125,0.046875,0.109375,0.3125,leisure,friend,3,Taito, Tokyo
,Asakusa Hotel Wasou,3.4,0.080210082,0.171875,0.3125,0.09375,0.1875,0.234375,leisure,family,2,Taito, Tokyo
,Asakusa Hotel Wasou,3.4,0.080210082,0.171875,0.3125,0.09375,0.1875,0.234375,business,family,2,Taito, Tokyo
,Asakusa Hotel Wasou,3.4,0.034969335,0.171875,0.3125,0.09375,0.1875,0.234375,leisure,couple,2,Taito, Tokyo
,Asakusa Hotel Wasou,3.4,0.034969335,0.171875,0.3125,0.09375,0.1875,0.234375,business,couple,2,Taito, Tokyo
,Asakusa View Hotel,3.4,0.162979706,0.114285714,0.285714286,0.157142857,0.228571429,0.214285714,leisure,friend,4,Taito, Tokyo
,Asakusa View Hotel,3.4,0.070437283,0.114285714,0.285714286,0.157142857,0.228571429,0.214285714,business,couple,4,Taito, Tokyo
,Asakusa View Hotel,3.4,0.162979706,0.114285714,0.285714286,0.157142857,0.228571429,0.214285714,business,friend,4,Taito, Tokyo
,Asakusa View Hotel,3.4,0.070437283,0.114285714,0.285714286,0.157142857,0.228571429,0.214285714,leisure,couple,4,Taito, Tokyo
,Belle Via Tokyo,2.6,0.052952615,0.075,0.5,0.025,0.025,0.375,business,friend,1,Toshima, Tokyo
,Belmont Hotel,3,0.08586102,0.150943396,0.377358491,0.132075472,0.094339623,0.245283019,business,friend,3,Taito, Tokyo
,Best Western Tokyo Nishikasai,3.4,0.06992205,0.14516129,0.322580645,0.193548387,0.016129032,0.322580645,leisure,family,3,Edogawa, Tokyo
,Best Western Tokyo Nishikasai,3.4,0.032143866,0.14516129,0.322580645,0.193548387,0.016129032,0.322580645,business,couple,3,Edogawa, Tokyo
,Best Western Tokyo Nishikasai,3.4,0.032143866,0.14516129,0.322580645,0.193548387,0.016129032,0.322580645,leisure,couple,3,Edogawa, Tokyo
,Best Western Tokyo Nishikasai,3.4,0.076088221,0.14516129,0.322580645,0.193548387,0.016129032,0.322580645,business,friend,3,Edogawa, Tokyo
,Best Western Tokyo Nishikasai,3.4,0.076088221,0.14516129,0.322580645,0.193548387,0.016129032,0.322580645,leisure,friend,3,Edogawa, Tokyo
,Best Western Tokyo Nishikasai,3.4,0.06992205,0.14516129,0.322580645,0.193548387,0.016129032,0.322580645,business,family,3,Edogawa, Tokyo
,Best Western Tokyo Nishikasai,3.4,0.023600977,0.14516129,0.322580645,0.193548387,0.016129032,0.322580645,business,solo,3,Edogawa, Tokyo
,Book And Bed Tokyo,3.8,0.094786178,0.139784946,0.215053763,0.215053763,0.215053763,0.215053763,leisure,friend,2,Toshima, Tokyo
,Book And Bed Tokyo,3.8,0.014825403,0.139784946,0.215053763,0.215053763,0.215053763,0.215053763,business,couple,2,Toshima, Tokyo
,Book And Bed Tokyo,3.8,0.014825403,0.139784946,0.215053763,0.215053763,0.215053763,0.215053763,leisure,couple,2,Toshima, Tokyo
,Business Hotel Ban,3.4,0.034454103,0.289855072,0.289855072,0.014492754,0.115942029,0.289855072,leisure,couple,3,Chuo Ward, Tokyo
,Business Hotel Ban,3.4,0.034454103,0.289855072,0.289855072,0.014492754,0.115942029,0.289855072,business,couple,3,Chuo Ward, Tokyo
,Capsule Hotel & Sauna Ikebukuro Plaza,3.4,0.049661775,0.117647059,0.235294118,0.235294118,0.176470588,0.235294118,business,friend,1,Toshima, Tokyo
,Capsule Hotel Anshin Oyado Shinbashi,4.2,0.090996726,0.2,0.2,0.2,0.2,0.2,business,friend,1,Minato, Tokyo
,Capsule Hotel Anshin Oyado Shinbashi,4.2,0.01389466,0.2,0.2,0.2,0.2,0.2,business,solo,1,Minato, Tokyo
,Capsule Hotel Shibuya,3,0.031362707,0.2,0.2,0.2,0.2,0.2,business,couple,1,Shibuya Ward, Tokyo
,Capsule Hotel Shibuya,3,0.031362707,0.2,0.2,0.2,0.2,0.2,leisure,couple,1,Shibuya Ward, Tokyo
,Capsule and Sauna Oriental,3.4,0.062210182,0.157894737,0.210526316,0.210526316,0.210526316,0.210526316,business,friend,1,Taito, Tokyo
,Capsule and Sauna Oriental,3.4,0.006698024,0.157894737,0.210526316,0.210526316,0.210526316,0.210526316,leisure,solo,1,Taito, Tokyo
,Capsule and Sauna Rosco,3.4,0.077018964,0.047619048,0.476190476,0.119047619,0.047619048,0.30952381,leisure,friend,1,Kita, Tokyo
,Celestine Hotel,4.2,0.058354247,0.3125,0.3125,0.03125,0.03125,0.3125,leisure,solo,4,Minato, Tokyo
,Centurion Cabin & Spa,4.2,0.029301777,0.144736842,0.263157895,0.263157895,0.065789474,0.263157895,leisure,couple,1,Minato, Tokyo
,Centurion Cabin & Spa,4.2,0.029301777,0.144736842,0.263157895,0.263157895,0.065789474,0.263157895,business,couple,1,Minato, Tokyo
,Centurion Hotel Grand Akasaka,3.4,0.049362607,0.155844156,0.25974026,0.25974026,0.064935065,0.25974026,business,couple,3,Minato, Tokyo
,Centurion Hotel Grand Akasaka,3.4,0.049362607,0.155844156,0.25974026,0.25974026,0.064935065,0.25974026,business,solo,3,Minato, Tokyo
,Centurion Hotel Grand Akasaka,3.4,0.132132232,0.155844156,0.25974026,0.25974026,0.064935065,0.25974026,business,friend,3,Minato, Tokyo
,Centurion Hotel Ikebukuro,3.4,0.081024482,0.133333333,0.222222222,0.222222222,0.2,0.222222222,business,friend,3,Toshima, Tokyo
,Centurion Hotel Ikebukuro,3.4,0.045755979,0.133333333,0.222222222,0.222222222,0.2,0.222222222,business,couple,3,Toshima, Tokyo
,Centurion Hotel Residential Akasaka,3.4,0.049362607,0.144736842,0.263157895,0.263157895,0.065789474,0.263157895,business,solo,3,Minato, Tokyo
,Cerulean Tower Tokyu Hotel,4.2,0.198879785,0.2,0.2,0.2,0.2,0.2,leisure,family,5,Shibuya Ward, Tokyo
,Cerulean Tower Tokyu Hotel,4.2,0.198879785,0.2,0.2,0.2,0.2,0.2,business,family,5,Shibuya Ward, Tokyo
,Chisun Hotel Hamamatsucho,2.6,0.070437283,0.185185185,0.37037037,0.074074074,0.037037037,0.333333333,business,friend,3,Minato, Tokyo
,Chisun Inn Kamata,3.4,0.020576063,0.171052632,0.263157895,0.263157895,0.039473684,0.263157895,business,solo,3,Ota Ward, Tokyo
,Chisun Inn Kamata,3.4,0.032592617,0.171052632,0.263157895,0.263157895,0.039473684,0.263157895,leisure,couple,3,Ota Ward, Tokyo
,Chisun Inn Kamata,3.4,0.032592617,0.171052632,0.263157895,0.263157895,0.039473684,0.263157895,business,couple,3,Ota Ward, Tokyo
,Chiyoda Inn,4.2,0.086891485,0.285714286,0.408163265,0,0.040816327,0.265306122,leisure,friend,2,Arakawa, Tokyo
,Chiyoda Inn,4.2,0.037528878,0.285714286,0.408163265,0,0.040816327,0.265306122,business,couple,2,Arakawa, Tokyo
,Chiyoda Inn,4.2,0.086891485,0.285714286,0.408163265,0,0.040816327,0.265306122,business,friend,2,Arakawa, Tokyo
,Claska,3.4,0.568384663,0.210526316,0.526315789,0,0,0.263157895,business,friend,4,Meguro Ward, Tokyo
,Claska,3.4,0.305765619,0.210526316,0.526315789,0,0,0.263157895,business,solo,4,Meguro Ward, Tokyo
,Claska,3.4,0.305765619,0.210526316,0.526315789,0,0,0.263157895,leisure,solo,4,Meguro Ward, Tokyo
,Claska,3.4,0.305765619,0.210526316,0.526315789,0,0,0.263157895,business,couple,4,Meguro Ward, Tokyo
,Comfort Hotel Tokyo Higashi Nihombashi,3.4,0.032908405,0.171875,0.3125,0.1875,0.015625,0.3125,business,solo,3,Chuo Ward, Tokyo
,Comfort Hotel Tokyo Higashi Nihombashi,3.4,0.032908405,0.171875,0.3125,0.1875,0.015625,0.3125,leisure,solo,3,Chuo Ward, Tokyo
,Courtyard by Marriott Tokyo Station,3.4,0.089982881,0.210526316,0.210526316,0.157894737,0.210526316,0.210526316,leisure,solo,4,Chuo Ward, Tokyo
,Courtyard by Marriott Tokyo Station,3.4,0.277278242,0.210526316,0.210526316,0.157894737,0.210526316,0.210526316,leisure,friend,4,Chuo Ward, Tokyo
