hotel_name,near_station,restaurant,entertain,shopping_mall,convenience_store
Tokyo Green Palace,0.125,0.416666667,0.020833333,0.020833333,0.416666667
Khaosan Tokyo Laboratory,0.126582278,0.253164557,0.151898734,0.253164557,0.215189873
Taito Ryokan,0.126582278,0.253164557,0.151898734,0.253164557,0.215189873
Haru Hotel,0.126984127,0.317460317,0.174603175,0.095238095,0.285714286
Mitsui Garden Hotel Yotsuya,0.127659574,0.425531915,0.127659574,0.021276596,0.29787234
Lotte City Hotel Kinshicho,0.127906977,0.23255814,0.23255814,0.174418605,0.23255814
Hotel Cerezo,0.128205128,0.512820513,0.102564103,0,0.256410256
Citadines Shinjuku Tokyo,0.128571429,0.285714286,0.271428571,0.028571429,0.285714286
Gajyun Tokyo Asakusa,0.129032258,0.322580645,0.129032258,0.193548387,0.225806452
Hotel Lumiere Nishikasai,0.129032258,0.322580645,0.193548387,0.032258065,0.322580645
Hotel Metropolitan Edmont Tokyo,0.12962963,0.37037037,0.092592593,0.037037037,0.37037037
Comfort Hotel Tokyo Kanda,0.12987013,0.25974026,0.25974026,0.090909091,0.25974026
Premier Hotel Cabin Shinjuku,0.130434783,0.217391304,0.217391304,0.217391304,0.217391304
Artist Hotel - BnA HOTEL Koenji,0.131578947,0.263157895,0.263157895,0.078947368,0.263157895
Oak Hostel Zen,0.132075472,0.377358491,0.150943396,0,0.339622642
Toyoko Inn Uguisudani,0.132075472,0.377358491,0.150943396,0,0.339622642
Hotel Sunroute Asakusa,0.13253012,0.240963855,0.144578313,0.240963855,0.240963855
Centurion Hotel Ikebukuro,0.133333333,0.222222222,0.222222222,0.2,0.222222222
Hotel New Tohoku,0.133333333,0.222222222,0.2,0.222222222,0.222222222
Palace Studio Minami-Azabu,0.133333333,0.444444444,0.133333333,0,0.288888889
Shin Okubo Sekitei,0.133333333,0.333333333,0.15,0.083333333,0.3
Super Hotel Lohas Akasaka,0.133333333,0.266666667,0.266666667,0.066666667,0.266666667
the b tokyo akasaka-mitsuke,0.133333333,0.266666667,0.266666667,0.066666667,0.266666667
Richmond Hotel Premier Asakusa International,0.134146341,0.243902439,0.158536585,0.243902439,0.219512195
Tokyo Plaza Hotel,0.134328358,0.298507463,0.164179104,0.104477612,0.298507463
Hotel Tokyo Garden Palace,0.134615385,0.384615385,0.038461538,0.057692308,0.384615385
Tokyu Stay Suidobashi,0.134615385,0.384615385,0.076923077,0.019230769,0.384615385
Daiwa Roynet Hotel Tokyo Akabane,0.135135135,0.27027027,0.27027027,0.054054054,0.27027027
Toyoko Inn Tokyo Kamata Higashi-guchi,0.135135135,0.27027027,0.27027027,0.054054054,0.27027027
Hotel Route-Inn Tokyo Toyocho,0.136363636,0.454545455,0.090909091,0,0.318181818
Hotel Mid In Akabane Ekimae,0.136986301,0.273972603,0.273972603,0.04109589,0.273972603
Hotel Lumiere Kasai,0.138461538,0.307692308,0.276923077,0.015384615,0.261538462
APA Hotel Ginza-Takaracho,0.139240506,0.253164557,0.126582278,0.227848101,0.253164557
Daiichi Hotel Annex,0.139784946,0.215053763,0.215053763,0.215053763,0.215053763
Hotel Gracery Shinjuku,0.139784946,0.215053763,0.215053763,0.215053763,0.215053763
"Inno Hostel & Pub Lounge Ueno, Tokyo",0.14,0.4,0.16,0,0.3
Forest Hongo,0.142857143,0.571428571,0.028571429,0,0.257142857
Hotel Graphy Nezu,0.142857143,0.714285714,0,0,0.142857143
Hotel Risveglio Akasaka,0.142857143,0.25974026,0.25974026,0.077922078,0.25974026
Hundred Stay Tokyo Shinjuku,0.142857143,0.357142857,0.107142857,0.053571429,0.339285714
Red Planet Asakusa Tokyo,0.142857143,0.238095238,0.142857143,0.238095238,0.238095238
Sotetsu Fresa Inn Tokyo Kamata,0.142857143,0.25974026,0.25974026,0.077922078,0.25974026
Centurion Cabin & Spa,0.144736842,0.263157895,0.263157895,0.065789474,0.263157895
Centurion Hotel Residential Akasaka,0.144736842,0.263157895,0.263157895,0.065789474,0.263157895
Best Western Tokyo Nishikasai,0.14516129,0.322580645,0.193548387,0.016129032,0.322580645
Hotel Wing International Premium Tokyo Yotsuya,0.145454545,0.363636364,0.145454545,0,0.345454545
Daiwa Roynet Hotel Tokyo Osaki,0.145833333,0.416666667,0.020833333,0.041666667,0.375
Tokyo Sumidagawa Youth Hostel,0.145833333,0.416666667,0.125,0.020833333,0.291666667
Sunshine City Prince Hotel,0.146067416,0.224719101,0.202247191,0.202247191,0.224719101
Sakura Hostel Asakusa,0.147058824,0.294117647,0.132352941,0.205882353,0.220588235
APA Hotel Shimbashi Onarimon,0.148648649,0.27027027,0.27027027,0.040540541,0.27027027
K's House Tokyo Oasis - Quality Hostel,0.148648649,0.27027027,0.148648649,0.216216216,0.216216216
Tokyu Stay Shibuya,0.148648649,0.27027027,0.27027027,0.040540541,0.27027027
Ace Inn Shinjuku,0.14893617,0.425531915,0.085106383,0,0.340425532
Ginza International Hotel,0.14893617,0.212765957,0.212765957,0.212765957,0.212765957
Shibuya Hotel En,0.14893617,0.212765957,0.212765957,0.212765957,0.212765957
Kichijoji Tokyu REI Hotel,0.149425287,0.229885057,0.229885057,0.16091954,0.229885057
Richmond Hotel Tokyo Mejiro,0.15,0.5,0.05,0.025,0.275
Belmont Hotel,0.150943396,0.377358491,0.132075472,0.094339623,0.245283019
Remm Roppongi,0.151162791,0.23255814,0.23255814,0.151162791,0.23255814
Hotel Trusty Tokyo Bayside,0.151515152,0.606060606,0.03030303,0.060606061,0.151515152
Pearl Hotel Kasai,0.151515152,0.303030303,0.272727273,0.015151515,0.257575758
Sadachiyo,0.151515152,0.303030303,0.121212121,0.196969697,0.227272727
Omori Tokyu REI Hotel,0.151898734,0.253164557,0.253164557,0.088607595,0.253164557
APA Hotel Ginza Kyobashi,0.153846154,0.256410256,0.141025641,0.192307692,0.256410256
The Edo Sakura,0.153846154,0.512820513,0.025641026,0,0.307692308
Nakano Sunplaza Hotel,0.154761905,0.238095238,0.238095238,0.130952381,0.238095238
FLEXSTAY INN Tokiwadai,0.155555556,0.444444444,0.111111111,0,0.288888889
HOTEL MYSTAYS Kameido,0.155555556,0.444444444,0.066666667,0.044444444,0.288888889
Akasaka Excel Hotel Tokyu,0.155844156,0.25974026,0.25974026,0.064935065,0.25974026
Shinjuku City Hotel N.U.T.S Tokyo,0.155844156,0.25974026,0.25974026,0.064935065,0.25974026
Capsule and Sauna Oriental,0.157894737,0.210526316,0.210526316,0.210526316,0.210526316
Dormy Inn Express Meguro Aobadai Hot Spring,0.157894737,0.526315789,0,0.052631579,0.263157895
Hotel Grand City,0.157894737,0.210526316,0.210526316,0.210526316,0.210526316
Hotel Resol Ikebukuro,0.157894737,0.210526316,0.210526316,0.210526316,0.210526316
Hotel Wing International Shinjuku,0.157894737,0.210526316,0.210526316,0.210526316,0.210526316
Ueno Terminal Hotel,0.157894737,0.210526316,0.210526316,0.210526316,0.210526316
Ai Hotel Nihonbashi,0.158730159,0.317460317,0.19047619,0.015873016,0.317460317
APA Hotel Kanda Jimbocho Ekihigashi,0.158730159,0.317460317,0.111111111,0.095238095,0.317460317
Toyoko Inn Tokyo Kanda Akihabara,0.158730159,0.317460317,0.19047619,0.015873016,0.317460317
Palace Studio Shinjuku Parkside,0.159090909,0.454545455,0.045454545,0,0.340909091
Mandarin Oriental Tokyo,0.15942029,0.289855072,0.130434783,0.130434783,0.289855072
Anne Hostel,0.16,0.4,0.14,0.02,0.28
APA Hotel Keikyu Kamata-Ekimae,0.16,0.266666667,0.266666667,0.04,0.266666667
ANA InterContinental Tokyo,0.160714286,0.357142857,0.053571429,0.071428571,0.357142857
Hotel Allamanda Aoyama Tokyo,0.160714286,0.357142857,0.071428571,0.125,0.285714286
Hotel Villa Fontaine Tokyo-Hamamatsucho,0.160714286,0.357142857,0.071428571,0.053571429,0.357142857
Toyoko Inn Tokyo Asakusa Senzoku Tsukuba Express,0.160714286,0.357142857,0.107142857,0.089285714,0.285714286
Daiichi Hotel Tokyo,0.161290323,0.215053763,0.215053763,0.193548387,0.215053763
Asakusa Central Hotel,0.162790698,0.23255814,0.139534884,0.23255814,0.23255814
Hotel Kuramae,0.162790698,0.465116279,0.023255814,0.046511628,0.302325581
Hotel Sunroute Shinagawa Seaside,0.162790698,0.465116279,0.046511628,0.046511628,0.279069767
UNIZO INN Tokyo Asakusa,0.162790698,0.23255814,0.139534884,0.23255814,0.23255814
Palace Studio Kojimachi,0.163636364,0.363636364,0.145454545,0,0.327272727
Akasaka Granbell Hotel,0.164556962,0.253164557,0.253164557,0.075949367,0.253164557
the b Roppongi,0.164705882,0.235294118,0.235294118,0.129411765,0.235294118
APA Hotel Hanzomon Hirakawacho,0.166666667,0.37037037,0.055555556,0.037037037,0.37037037
APA Hotel Okachimachi Eki-Kita S,0.166666667,0.208333333,0.208333333,0.208333333,0.208333333
APA Hotel Shinjuku Gyoemmae,0.166666667,0.208333333,0.208333333,0.208333333,0.208333333
ARTnSHELTER,0.166666667,0.555555556,0,0,0.277777778
Hotel Coco Grand Ueno Shinobazu,0.166666667,0.208333333,0.208333333,0.208333333,0.208333333
Hotel Tateshina,0.166666667,0.208333333,0.208333333,0.208333333,0.208333333
Keio Presso Inn Ikebukuro,0.166666667,0.208333333,0.208333333,0.208333333,0.208333333
Kinuya Hotel,0.166666667,0.208333333,0.208333333,0.208333333,0.208333333
New Otani Inn Tokyo,0.166666667,0.37037037,0.018518519,0.074074074,0.37037037
"The Strings by InterContinental, Tokyo",0.166666667,0.277777778,0.180555556,0.097222222,0.277777778
Tokyo Kiba Hotel,0.166666667,0.416666667,0.020833333,0.020833333,0.375
Tokyu Stay Kamata,0.168831169,0.25974026,0.25974026,0.051948052,0.25974026
Hotel Villa Fontaine Tokyo-Kudanshita,0.169491525,0.338983051,0.101694915,0.050847458,0.338983051
YMCA Asia Youth Center,0.169811321,0.377358491,0.037735849,0.037735849,0.377358491
Ace Inn Asakusa,0.170212766,0.425531915,0.063829787,0.042553191,0.29787234
Guest House Shinagawa-shuku,0.170731707,0.487804878,0.073170732,0,0.268292683
Hotel Villa Fontaine Tokyo-Roppongi,0.171052632,0.263157895,0.263157895,0.039473684,0.263157895
Kotobuki Sou,0.171428571,0.285714286,0.1,0.157142857,0.285714286
Smi:re Stay Tokyo,0.171428571,0.571428571,0,0,0.257142857
Tokyo Hostel Fuji,0.171428571,0.571428571,0.057142857,0,0.2
Asakusa Hotel Wasou,0.171875,0.3125,0.09375,0.1875,0.234375
Khaosan Tokyo Kabuki,0.172413793,0.229885057,0.137931034,0.229885057,0.229885057
Mitsui Garden Hotel Shiodome Italia-gai,0.174603175,0.317460317,0.095238095,0.095238095,0.317460317
HOTEL MYSTAYS Kanda,0.175,0.25,0.25,0.075,0.25
Keys House,0.175,0.5,0.025,0.05,0.25
Spa Resort President,0.175257732,0.206185567,0.206185567,0.206185567,0.206185567
Hotel Monterey Ginza,0.176470588,0.235294118,0.152941176,0.2,0.235294118
Hotel Monterey Lasoeur Ginza,0.176470588,0.235294118,0.152941176,0.2,0.235294118
HOTEL ATLAS (Adult Only),0.17721519,0.253164557,0.063291139,0.253164557,0.253164557
Sakura Hotel Hatagaya,0.179487179,0.512820513,0.051282051,0,0.256410256
Shinkoiwa Park Hotel,0.180327869,0.327868852,0.196721311,0.016393443,0.278688525
Hotel Kaminarimon,0.180722892,0.240963855,0.108433735,0.240963855,0.228915663
Tokyu Stay Nihombashi,0.180722892,0.240963855,0.240963855,0.096385542,0.240963855
Hotel 3000 Asakusa Honten,0.181818182,0.227272727,0.136363636,0.227272727,0.227272727
IRORI NIHONBASHI HOSTEL and KITCHEN,0.181818182,0.363636364,0.072727273,0.018181818,0.363636364
Pearl Hotel Ryogoku,0.181818182,0.454545455,0.136363636,0,0.227272727
Courtyard by Marriott Tokyo Ginza,0.183673469,0.204081633,0.204081633,0.204081633,0.204081633
Hotel Sulata Shibuya Dougenzaka (Adult Only),0.183673469,0.204081633,0.204081633,0.204081633,0.204081633
Shinjuku Kuyakusho-mae Capsule Hotel,0.183673469,0.204081633,0.204081633,0.204081633,0.204081633
Sotetsu Fresa Inn Ginza-Nanachome,0.183673469,0.204081633,0.204081633,0.204081633,0.204081633
The Nell Ueno Okachimachi,0.183673469,0.204081633,0.204081633,0.204081633,0.204081633
Kuretake-Inn Tokyo Funabori,0.184210526,0.526315789,0.026315789,0.026315789,0.236842105
Chisun Hotel Hamamatsucho,0.185185185,0.37037037,0.074074074,0.037037037,0.333333333
Sakura Fleur Aoyama,0.18556701,0.206185567,0.206185567,0.195876289,0.206185567
HOTEL UNIZO Tokyo Ginza-itchome,0.186046512,0.23255814,0.151162791,0.197674419,0.23255814
Palace Studio Shibuya Honmachi,0.186046512,0.465116279,0,0,0.348837209
Sakura Hotel Jimbocho,0.186440678,0.338983051,0.050847458,0.084745763,0.338983051
APA Hotel Roppongi Ekimae,0.186813187,0.21978022,0.21978022,0.153846154,0.21978022
FLEXSTAY INN Ekoda,0.1875,0.416666667,0.1875,0,0.208333333
Hotel Kazusaya,0.188235294,0.235294118,0.235294118,0.105882353,0.235294118
Rihga Royal Hotel Tokyo,0.189189189,0.540540541,0.027027027,0,0.243243243
Sanco Inn Grande Tokyo Hamamatsucho,0.189655172,0.344827586,0.068965517,0.051724138,0.344827586
Ryokan Asakusa Shigetsu,0.191011236,0.224719101,0.134831461,0.224719101,0.224719101
The Peninsula Tokyo,0.191489362,0.212765957,0.212765957,0.170212766,0.212765957
Hotel Yamayuri,0.191919192,0.202020202,0.202020202,0.202020202,0.202020202
Imperial Hotel Tokyo,0.191919192,0.202020202,0.202020202,0.202020202,0.202020202
Remm Hibiya,0.191919192,0.202020202,0.202020202,0.202020202,0.202020202
Shibuya Tobu Hotel,0.191919192,0.202020202,0.202020202,0.202020202,0.202020202
Tokyo Ginza BAY HOTEL,0.191919192,0.202020202,0.202020202,0.202020202,0.202020202
Hotel Cadenza Hikarigaoka,0.192307692,0.615384615,0,0,0.192307692
Annex Check In Shimbashi,0.192771084,0.240963855,0.240963855,0.084337349,0.240963855
Tokyu Stay Nishi Shinjuku,0.192982456,0.350877193,0.105263158,0.052631579,0.298245614
Dormy Inn Premium Shibuya-jingumae,0.193181818,0.227272727,0.147727273,0.227272727,0.204545455
FLEXSTAY INN Shinagawa,0.195121951,0.487804878,0.073170732,0,0.243902439
Dai-ichi Hotel Ryogoku,0.195652174,0.434782609,0.043478261,0,0.326086957
Grand Nikko Tokyo Daiba,0.195652174,0.434782609,0.086956522,0.195652174,0.086956522
Hotel Arca Torre Roppongi,0.195652174,0.217391304,0.217391304,0.152173913,0.217391304
New Central Hotel,0.195876289,0.206185567,0.206185567,0.18556701,0.206185567
Hotel Houshi Kaikan,0.196428571,0.357142857,0.071428571,0.017857143,0.357142857
Toyoko Inn Tokyo Akabane-eki Higashi-guchi Ichiban-gai,0.196428571,0.357142857,0.267857143,0.017857143,0.160714286
Andon Ryokan,0.2,0.444444444,0.088888889,0,0.266666667
Apartment Hotel Shinjuku,0.2,0.2,0.2,0.2,0.2
Hotel East 21 Tokyo,0.2,0.5,0.025,0.025,0.25
Hotel Gracery Ginza,0.2,0.2,0.2,0.2,0.2
HOTEL MYSTAYS Nishi Shinjuku,0.2,0.2,0.2,0.2,0.2
Hotel Sunroute Shimbashi,0.2,0.235294118,0.235294118,0.094117647,0.235294118
HOTEL THE HOTEL (Adult Only),0.2,0.2,0.2,0.2,0.2
HOTEL UNIZO Tokyo Shibuya,0.2,0.2,0.2,0.2,0.2
IBIS Tokyo Shinjuku,0.2,0.2,0.2,0.2,0.2
Keikyu EX Inn Shinagawa,0.2,0.285714286,0.142857143,0.1,0.271428571
Khaosan Tokyo Original,0.2,0.285714286,0.057142857,0.171428571,0.285714286
Mercure Hotel Ginza Tokyo,0.2,0.210526316,0.210526316,0.168421053,0.210526316
Shibuya Granbell Hotel,0.2,0.2,0.2,0.2,0.2
Shibuya Tokyu REI Hotel,0.2,0.2,0.2,0.2,0.2
Super Hotel Asakusa,0.2,0.333333333,0.05,0.233333333,0.183333333
Tokyo Marriott Hotel,0.2,0.5,0.075,0.025,0.2
Toshi Center Hotel,0.2,0.333333333,0.066666667,0.066666667,0.333333333
Vann Amor Apartment Higashi-Ginza,0.2,0.2,0.2,0.2,0.2
Tokyu Stay Ginza,0.202020202,0.202020202,0.202020202,0.191919192,0.202020202
APA Hotel Shimbashi Toranomon,0.202531646,0.253164557,0.253164557,0.037974684,0.253164557
Roppongi Hotel S,0.202531646,0.253164557,0.253164557,0.088607595,0.202531646
Shinagawa Prince Hotel,0.202898551,0.289855072,0.144927536,0.101449275,0.260869565
Hotel Villa Fontaine Tokyo-hatchobori,0.203389831,0.338983051,0.06779661,0.050847458,0.338983051
Hotel Sunroute Plaza Shinjuku,0.204081633,0.204081633,0.183673469,0.204081633,0.204081633
Hotel Meigetsu,0.205882353,0.588235294,0,0.058823529,0.147058824
HOTEL MYSTAYS PREMIER Omori,0.205882353,0.294117647,0.132352941,0.073529412,0.294117647
Senju Tamuraya,0.205882353,0.588235294,0,0.058823529,0.147058824
Four Seasons Hotel Tokyo at Marunouchi,0.206185567,0.206185567,0.206185567,0.175257732,0.206185567
Kadoya Hotel,0.206185567,0.206185567,0.175257732,0.206185567,0.206185567
Solaria Nishitetsu Hotel Ginza,0.206185567,0.206185567,0.206185567,0.175257732,0.206185567
Hotel Fukudaya,0.206896552,0.344827586,0.103448276,0.034482759,0.310344828
Via Inn Asakusa,0.206896552,0.344827586,0.034482759,0.224137931,0.189655172
Shinagawa Tobu Hotel,0.20754717,0.377358491,0.113207547,0.037735849,0.264150943
Tokyo Hutte,0.20754717,0.377358491,0.037735849,0.113207547,0.264150943
Hotel Horidome Villa,0.208955224,0.298507463,0.164179104,0.029850746,0.298507463
First Cabin Atagoyama,0.209876543,0.24691358,0.24691358,0.049382716,0.24691358
Claska,0.210526316,0.526315789,0,0,0.263157895
Courtyard by Marriott Tokyo Station,0.210526316,0.210526316,0.157894737,0.210526316,0.210526316
FLEXSTAY INN Kiyosumi Shirakawa,0.210526316,0.526315789,0.026315789,0,0.236842105
Hotel Metropolitan Tokyo Marunouchi,0.210526316,0.210526316,0.157894737,0.210526316,0.210526316
Keio Plaza Hotel Tokyo,0.210526316,0.210526316,0.157894737,0.210526316,0.210526316
Pearl Hotel Yaesu,0.210526316,0.210526316,0.168421053,0.2,0.210526316
Kichijoji Daiichi Hotel,0.212765957,0.212765957,0.212765957,0.14893617,0.212765957
Meitetsu Inn Hamamatsucho,0.213114754,0.327868852,0.06557377,0.06557377,0.327868852
Marunouchi Hotel,0.215053763,0.215053763,0.161290323,0.193548387,0.215053763
The Tokyo Station Hotel,0.215053763,0.215053763,0.193548387,0.161290323,0.215053763
"The Prince Sakura Tower Tokyo, Autograph Collection",0.215384615,0.307692308,0.107692308,0.076923077,0.292307692
Nihonbashi Muromachi Bay Hotel,0.217391304,0.289855072,0.086956522,0.115942029,0.289855072
Sotetsu Fresa Inn Tokyo-Kyobashi,0.217391304,0.217391304,0.130434783,0.217391304,0.217391304
Grand Prince Hotel New Takanawa,0.218181818,0.363636364,0.109090909,0.036363636,0.272727273
Asakusa Hotel Hatago,0.21875,0.3125,0.046875,0.109375,0.3125
Tokyu Stay Yoga,0.219512195,0.487804878,0.073170732,0,0.219512195
Nishitetsu Inn Shinjuku,0.21978022,0.21978022,0.153846154,0.186813187,0.21978022
Daiwa Roynet Hotel Ginza,0.222222222,0.222222222,0.133333333,0.2,0.222222222
Hotel Sunroute Patio Omori,0.222222222,0.37037037,0.074074074,0.037037037,0.296296296
Super Hotel Shinagawa Aomono-Yokocho,0.224489796,0.408163265,0.040816327,0.040816327,0.285714286
Shinbashi Atagoyama Tokyu REI Hotel,0.225806452,0.322580645,0.064516129,0.064516129,0.322580645
Sotetsu Fresa Inn Hamamatsucho-Daimon,0.225806452,0.322580645,0.048387097,0.080645161,0.322580645
Emblem Hostel Nishiarai,0.227272727,0.454545455,0,0.090909091,0.227272727
Nagomi,0.227272727,0.303030303,0.121212121,0.166666667,0.181818182
Hotel Asia Center of Japan,0.228070175,0.350877193,0.087719298,0.052631579,0.280701754
