hotel_name,near_station,restaurant,entertain,shopping_mall,convenience_store
Heritage @ Clarke Quay,0.2,0.2,0.2,0.2,0.2
Cayden Riverfront Residences,0.208333333,0.208333333,0.208333333,0.208333333,0.166666667
Holiday Inn Singapore Atrium,0.3,0.4,0.12,0.1,0.08
"Four Points by Sheraton Singapore, Riverview",0.255319149,0.425531915,0.106382979,0.127659574,0.085106383
Louis Kienne Serviced Residences - Havelock,0.26,0.4,0.12,0.14,0.08
Grand Copthorne Waterfront,0.25,0.416666667,0.125,0.125,0.083333333
"The Ritz-Carlton, Millenia Singapore",0.226415094,0.377358491,0.150943396,0.169811321,0.075471698
M Social Singapore,0.208333333,0.416666667,0.125,0.145833333,0.104166667
Studio M Hotel,0.150943396,0.377358491,0.188679245,0.150943396,0.132075472
Robertson Quay Hotel,0.154929577,0.281690141,0.281690141,0.14084507,0.14084507
Novotel Clarke Quay,0.21686747,0.240963855,0.240963855,0.156626506,0.144578313
Park Hotel Clarke Quay,0.154929577,0.281690141,0.281690141,0.14084507,0.14084507
Fraser Place Robertson Walk Singapore,0.169014085,0.281690141,0.281690141,0.126760563,0.14084507
Somerset Liang Court Singapore,0.210526316,0.263157895,0.263157895,0.131578947,0.131578947
Peninsula Excelsior Hotel,0.21978022,0.21978022,0.21978022,0.21978022,0.120879121
Pasir Panjang Inn,0.461538462,0.512820513,0,0,0.025641026
The Residence at Singapore Recreation Club,0.238095238,0.238095238,0.154761905,0.238095238,0.130952381
Fragrance Hotel - Waterfront,0.411764706,0.558823529,0,0,0.029411765
Park Avenue Clemenceau,0.178082192,0.273972603,0.273972603,0.136986301,0.136986301
Fragrance Hotel - Ocean View,0.472222222,0.5,0,0,0.027777778
Santa Grand Hotel West Coast,0.457142857,0.514285714,0,0,0.028571429
Grand Park City Hall,0.21978022,0.21978022,0.21978022,0.21978022,0.120879121
Fraser Suites Singapore,0.285714286,0.571428571,0.028571429,0.057142857,0.057142857
Raffles Singapore,0.217391304,0.217391304,0.206521739,0.217391304,0.141304348
Carlton Hotel Singapore,0.204081633,0.204081633,0.204081633,0.204081633,0.183673469
Hotel Fort Canning,0.212121212,0.303030303,0.196969697,0.166666667,0.121212121
Heritage @ Cityhall,0.212765957,0.212765957,0.212765957,0.212765957,0.14893617
Hotel NuVe Heritage,0.206185567,0.206185567,0.206185567,0.206185567,0.175257732
ZEN Rooms Suntec,0.206185567,0.206185567,0.206185567,0.206185567,0.175257732
Hotel Kai,0.206185567,0.206185567,0.206185567,0.206185567,0.175257732
Fragrance Hotel - Bugis,0.202020202,0.202020202,0.202020202,0.202020202,0.191919192
Lloyd's Inn,0.160493827,0.24691358,0.234567901,0.24691358,0.111111111
85 Beach Garden Hotel,0.2,0.2,0.2,0.2,0.2
Beach Hotel Singapore,0.2,0.2,0.2,0.2,0.2
Hotel Royal @ Queens,0.2,0.2,0.2,0.2,0.2
Orchard Grand Court,0.141025641,0.256410256,0.230769231,0.256410256,0.115384615
Fort Canning Lodge,0.173913043,0.289855072,0.217391304,0.217391304,0.101449275
YMCA @ One Orchard,0.208791209,0.21978022,0.21978022,0.21978022,0.131868132
Marrison Hotel,0.2,0.2,0.2,0.2,0.2
Plush Pods,0.2,0.2,0.2,0.2,0.2
Backpacker Cozy Corner Guesthouse,0.2,0.2,0.2,0.2,0.2
Citadines Fusionopolis Singapore,0.459459459,0.540540541,0,0,0
Rendezvous Hotel Singapore by Far East Hospitality,0.210526316,0.210526316,0.210526316,0.210526316,0.157894737
V Hotel Bencoolen,0.2,0.2,0.2,0.2,0.2
Hotel Bencoolen Singapore,0.204081633,0.204081633,0.204081633,0.204081633,0.183673469
Somerset Bencoolen Singapore,0.2,0.2,0.2,0.2,0.2
Pan Pacific Serviced Suites Beach Road,0.229885057,0.229885057,0.229885057,0.126436782,0.183908046
Regency House by Far East Hospitality,0.151162791,0.23255814,0.23255814,0.23255814,0.151162791
Mercure Singapore Bugis,0.2,0.2,0.2,0.2,0.2
Lanson Place Winsland Residences,0.13253012,0.240963855,0.240963855,0.240963855,0.144578313
PARKROYAL on Beach Road,0.234567901,0.24691358,0.24691358,0.098765432,0.172839506
The Shophouse at Arab Street,0.224719101,0.224719101,0.224719101,0.112359551,0.213483146
Hotel Jen Orchardgateway Singapore by Shangri-La,0.098765432,0.24691358,0.24691358,0.24691358,0.160493827
Amber Hotel Katong,0.218181818,0.363636364,0.109090909,0.218181818,0.090909091
Pan Pacific Serviced Suites Orchard,0.107142857,0.238095238,0.238095238,0.238095238,0.178571429
Five Stones Hostel,0.243902439,0.243902439,0.243902439,0.085365854,0.182926829
Hotel Chancellor@Orchard,0.1125,0.25,0.25,0.25,0.1375
Ibis Singapore on Bencoolen,0.2,0.2,0.2,0.2,0.2
Summer View Hotel,0.2,0.2,0.2,0.2,0.2
Sleepy Kiwi Boutique Hostel & Bar,0.229885057,0.229885057,0.229885057,0.103448276,0.206896552
Mandarin Orchard Singapore,0.125,0.25,0.1375,0.25,0.2375
Citadines Mount Sophia Singapore,0.183673469,0.204081633,0.204081633,0.204081633,0.204081633
Hotel Clover 33 Jalan Sultan,0.227272727,0.227272727,0.227272727,0.090909091,0.227272727
Village Hotel Albert Court by Far East Hospitality,0.212765957,0.212765957,0.212765957,0.14893617,0.212765957
Village Hotel Bugis by Far East Hospitality,0.212765957,0.212765957,0.212765957,0.14893617,0.212765957
Holiday Inn Singapore Orchard City Centre,0.08974359,0.256410256,0.256410256,0.256410256,0.141025641
Premier Inn Singapore Beach Road,0.2,0.25,0.25,0.1125,0.1875
Superb Hostel,0.212765957,0.212765957,0.212765957,0.14893617,0.212765957
Hotel 81 Heritage,0.227272727,0.227272727,0.227272727,0.090909091,0.227272727
Adamson Inn,0.212765957,0.212765957,0.212765957,0.14893617,0.212765957
ZEN Rooms Arab Street,0.212765957,0.212765957,0.212765957,0.14893617,0.212765957
Hotel NuVe,0.212765957,0.212765957,0.212765957,0.14893617,0.212765957
The Sultan,0.227272727,0.227272727,0.227272727,0.090909091,0.227272727
Orchard Parksuites by Far East Hospitality,0.166666667,0.238095238,0.154761905,0.226190476,0.214285714
Holiday Inn Express Singapore Orchard Road,0.112359551,0.224719101,0.224719101,0.224719101,0.213483146
Grand Park Orchard,0.134146341,0.243902439,0.146341463,0.243902439,0.231707317
Grand Mercure Singapore Roxy,0.202702703,0.27027027,0.148648649,0.256756757,0.121621622
Parc Sovereign Hotel - Albert St,0.2,0.2,0.2,0.2,0.2
Hotel 81 Selegie,0.157894737,0.210526316,0.210526316,0.210526316,0.210526316
Village Hotel Katong by Far East Hospitality,0.183098592,0.281690141,0.154929577,0.267605634,0.112676056
Hotel 81 Rochor,0.217391304,0.217391304,0.130434783,0.217391304,0.217391304
Santa Grand Hotel Bugis,0.243902439,0.243902439,0.219512195,0.085365854,0.207317073
Ascott Orchard Singapore,0.091954023,0.229885057,0.229885057,0.229885057,0.218390805
Hotel Jen Tanglin Singapore by Shangri-la,0.307692308,0.512820513,0.051282051,0.076923077,0.051282051
G4 Station Backpackers' Hostel,0.152173913,0.217391304,0.195652174,0.217391304,0.217391304
ZEN Rooms Mackenzie,0.152173913,0.217391304,0.195652174,0.217391304,0.217391304
Rucksack Inn@Mackenzie,0.152173913,0.217391304,0.195652174,0.217391304,0.217391304
Kawan Hostel,0.215909091,0.227272727,0.102272727,0.227272727,0.227272727
Perak Hotel,0.213483146,0.224719101,0.112359551,0.224719101,0.224719101
The Daulat,0.215053763,0.215053763,0.139784946,0.215053763,0.215053763
Rabbit Carrot Gun,0.197368421,0.263157895,0.171052632,0.25,0.118421053
Hotel 81 Dickson,0.215909091,0.227272727,0.102272727,0.227272727,0.227272727
ZEN Premium Little India,0.213483146,0.224719101,0.112359551,0.224719101,0.224719101
Hotel Indigo Singapore Katong,0.184210526,0.263157895,0.171052632,0.25,0.131578947
Park Avenue Rochester,0.255813953,0.465116279,0.046511628,0.093023256,0.139534884
"The InnCrowd Backpackers' Hostel, Singapore",0.215909091,0.227272727,0.102272727,0.227272727,0.227272727
Checkers Backpackers,0.213483146,0.224719101,0.112359551,0.224719101,0.224719101
Singapore Marriott Tang Plaza Hotel,0.147727273,0.227272727,0.204545455,0.204545455,0.215909091
Four Seasons Hotel Singapore,0.1625,0.25,0.225,0.25,0.1125
Moon 23 Hotel,0.182926829,0.243902439,0.097560976,0.231707317,0.243902439
Bunc Hostel,0.186046512,0.23255814,0.11627907,0.23255814,0.23255814
The St. Regis Singapore,0.179104478,0.298507463,0.179104478,0.23880597,0.104477612
"Footprints Hostel, Singapore",0.168674699,0.240963855,0.108433735,0.240963855,0.240963855
Hilton Singapore,0.178571429,0.238095238,0.214285714,0.238095238,0.130952381
Grand Hyatt Singapore,0.117647059,0.235294118,0.211764706,0.211764706,0.223529412
Santa Grand Hotel East Coast,0.228571429,0.285714286,0.128571429,0.185714286,0.171428571
Central 65 Hostel,0.203125,0.3125,0.125,0.15625,0.203125
Orchard Parade Hotel by Far East Hospitality,0.086956522,0.289855072,0.246376812,0.289855072,0.086956522
MKS Backpackers Hostel - Cuff Road,0.164556962,0.253164557,0.101265823,0.227848101,0.253164557
Royal Plaza on Scotts,0.117647059,0.235294118,0.235294118,0.211764706,0.2
Far East Plaza Residences by Far East Hospitality,0.109756098,0.243902439,0.207317073,0.231707317,0.207317073
Pan Pacific Orchard,0.115384615,0.256410256,0.243589744,0.256410256,0.128205128
Park 22 Hotel Little India,0.215384615,0.307692308,0.107692308,0.138461538,0.230769231
J8 Hotel,0.171875,0.3125,0.171875,0.125,0.21875
The Quincy Hotel by Far East Hospitality,0.109375,0.3125,0.109375,0.3125,0.15625
8 on Claymore Serviced Residences - By Royal Plaza on Scotts,0.107142857,0.238095238,0.238095238,0.214285714,0.202380952
Santa Grand Hotel Little India,0.16,0.266666667,0.133333333,0.2,0.24
V Hotel Lavender,0.288135593,0.338983051,0.06779661,0.101694915,0.203389831
Treetops Executive Residences,0.103448276,0.344827586,0.206896552,0.24137931,0.103448276
The Elizabeth Hotel by Far East Hospitality,0.089285714,0.357142857,0.125,0.267857143,0.160714286
Le Peranakan Hotel,0.422222222,0.444444444,0.022222222,0,0.111111111
Arianna Hotel,0.147540984,0.327868852,0.213114754,0.180327869,0.131147541
Marrison @ Desker,0.174603175,0.317460317,0.19047619,0.174603175,0.142857143
Aqueen Jalan Besar Hotel,0.136363636,0.303030303,0.196969697,0.166666667,0.196969697
Fragrance Hotel - Imperial,0.290322581,0.322580645,0.096774194,0.096774194,0.193548387
Classique Hotel,0.151515152,0.303030303,0.181818182,0.166666667,0.196969697
Orchard Scotts Residences by Far East Hospitality,0.323529412,0.588235294,0,0,0.088235294
Shangri-La Apartments,0.078431373,0.392156863,0.235294118,0.196078431,0.098039216
Fragrance Hotel - Lavender,0.283333333,0.333333333,0.1,0.083333333,0.2
7 Wonders Boutique Capsule,0.188405797,0.289855072,0.15942029,0.15942029,0.202898551
New Society Backpackers Hostel,0.185714286,0.285714286,0.157142857,0.157142857,0.214285714
Darby Park Executive Suites,0.093023256,0.465116279,0.255813953,0.11627907,0.069767442
Backpackers@SG,0.266666667,0.333333333,0.116666667,0.066666667,0.216666667
Tai Hoe Hotel,0.171875,0.3125,0.1875,0.15625,0.171875
Hotel 81 Premier Hollywood,0.25,0.416666667,0.083333333,0,0.25
Hotel 165,0.181818182,0.303030303,0.196969697,0.151515152,0.166666667
Travellers Loft @ Jalan Besar,0.169014085,0.281690141,0.197183099,0.154929577,0.197183099
Fragrance Hotel - Crystal,0.212765957,0.425531915,0.127659574,0,0.234042553
Coziee Lodge,0.347826087,0.434782609,0.043478261,0.02173913,0.152173913
Ark Hostel,0.340425532,0.425531915,0.042553191,0.021276596,0.170212766
PARKROYAL on Kitchener Road,0.19047619,0.317460317,0.206349206,0.158730159,0.126984127
Darlene Hotel,0.25,0.416666667,0.083333333,0,0.25
City Backpackers @ Kallang,0.317073171,0.487804878,0.048780488,0.024390244,0.12195122
ZEN Rooms Evergreen Residence,0.244897959,0.408163265,0.163265306,0.040816327,0.142857143
Fragrance Hotel - Emerald,0.255319149,0.425531915,0.063829787,0,0.255319149
Joyfor Backpackers' Hostel,0.354166667,0.416666667,0.041666667,0.020833333,0.166666667
Pillow Talk Hostel,0.227272727,0.303030303,0.181818182,0.106060606,0.181818182
Hotel 81 Princess,0.26,0.4,0.1,0,0.24
Meadows Hostel,0.227272727,0.303030303,0.181818182,0.106060606,0.181818182
Kallang River Backpackers,0.3,0.5,0.05,0.025,0.125
La Mode (Sophia) Hotel,0.212765957,0.425531915,0.106382979,0,0.255319149
Fragrance Hotel - Sunflower,0.212765957,0.425531915,0.106382979,0,0.255319149
The Fragrance Hotel (Joo Chiat),0.256410256,0.512820513,0.102564103,0.025641026,0.102564103
Hotel 81 - Premier Star,0.2,0.4,0.14,0.02,0.24
Pine Hostel - By Just Inn,0.220588235,0.294117647,0.191176471,0.102941176,0.191176471
Venue Hotel The Lily,0.243243243,0.540540541,0.081081081,0.027027027,0.108108108
Fragrance Hotel - Pearl,0.274509804,0.392156863,0.098039216,0,0.235294118
Blanc Inn,0.223880597,0.298507463,0.194029851,0.104477612,0.179104478
Hotel 81 Palace,0.230769231,0.384615385,0.153846154,0,0.230769231
Sheraton Towers Singapore Hotel,0.28125,0.625,0,0.03125,0.0625
Hotel 81 Lucky,0.236363636,0.363636364,0.163636364,0.018181818,0.218181818
Hotel 81 Gold,0.25,0.357142857,0.160714286,0.017857143,0.214285714
Dream Lodge,0.25,0.3125,0.171875,0.09375,0.171875
Arton Boutique Hotel,0.253968254,0.317460317,0.158730159,0.095238095,0.174603175
The Amazing Inn,0.254901961,0.392156863,0.117647059,0,0.235294118
Fragrance Hotel - Ruby,0.263157895,0.350877193,0.157894737,0.01754386,0.210526316
Parc Sovereign Hotel - Tyrwhitt,0.261538462,0.307692308,0.153846154,0.092307692,0.184615385
Hotel 81 Sakura,0.225,0.5,0.075,0.075,0.125
Betel Box Backpackers Hostel,0.195121951,0.487804878,0.073170732,0.097560976,0.146341463
Hotel 81 Elegance,0.253968254,0.317460317,0.158730159,0.079365079,0.19047619
One Farrer Hotel & Spa,0.2,0.363636364,0.145454545,0.163636364,0.127272727
Kam Leng Hotel by JL Asia,0.232142857,0.357142857,0.160714286,0.089285714,0.160714286
ZEN Rooms Farrer Park,0.232142857,0.357142857,0.160714286,0.089285714,0.160714286
Regin Hotel,0.274509804,0.392156863,0.078431373,0,0.254901961
ABC Premium Hostel,0.215686275,0.392156863,0.117647059,0.156862745,0.117647059
Bright Star Hotel,0.254901961,0.392156863,0.117647059,0,0.235294118
ZEN Rooms Bendemeer,0.293103448,0.344827586,0.137931034,0.086206897,0.137931034
Amrise Hotel,0.24,0.4,0.12,0,0.24
Rucksack Inn @ Lavender Street,0.298245614,0.350877193,0.157894737,0.070175439,0.122807018
Travellers Loft @ Lavender,0.293103448,0.344827586,0.155172414,0.068965517,0.137931034
Champion Hotel,0.227272727,0.454545455,0.022727273,0.159090909,0.136363636
ZEN Rooms Joo Chiat,0.195121951,0.487804878,0.024390244,0.146341463,0.146341463
Aqueen Heritage Hotel Joo Chiat,0.195121951,0.487804878,0.024390244,0.146341463,0.146341463
Four Chain View Hotel,0.268656716,0.298507463,0.149253731,0.179104478,0.104477612
Asphodel Inn,0.333333333,0.350877193,0.140350877,0.070175439,0.105263158
Mitraa Inn,0.327586207,0.344827586,0.137931034,0.068965517,0.120689655
Moni Gallery Hostel,0.283018868,0.377358491,0.150943396,0.056603774,0.132075472
60s hostel,0.321428571,0.357142857,0.125,0.071428571,0.125
Hotel 81 Tristar,0.288461538,0.384615385,0.038461538,0.153846154,0.134615385
Hotel 81 Classic,0.274509804,0.392156863,0.039215686,0.156862745,0.137254902
Nano Hostel,0.363636364,0.363636364,0.163636364,0.036363636,0.072727273
Aljunied@SG,0.363636364,0.363636364,0.163636364,0.036363636,0.072727273
The Metropolitan Y,0.434782609,0.52173913,0,0,0.043478261
The Forest by Wangz,0.229166667,0.416666667,0.020833333,0.208333333,0.125
Hotel 81 Changi,0.348837209,0.465116279,0.023255814,0.069767442,0.093023256
ZEN Rooms Balestier,0.24,0.4,0.06,0.14,0.16
"Oasia Hotel Novena, Singapore by Far East Hospitality",0.224489796,0.408163265,0.020408163,0.244897959,0.102040816
Quality Hotel Marlow,0.254901961,0.392156863,0.058823529,0.137254902,0.156862745
Hotel 81 Balestier,0.22,0.4,0.06,0.14,0.18
Value Hotel Balestier,0.215686275,0.392156863,0.058823529,0.137254902,0.196078431
Fragrance Hotel - Balestier,0.211538462,0.384615385,0.057692308,0.153846154,0.192307692
Aqueen Hotel Paya Lebar,0.272727273,0.454545455,0,0.136363636,0.136363636
Value Hotel Nice,0.20754717,0.377358491,0.056603774,0.150943396,0.20754717
New Orchid Hotel,0.218181818,0.363636364,0.054545455,0.145454545,0.218181818
Aqueen Hotel Balestier,0.215686275,0.392156863,0.078431373,0.137254902,0.176470588
Fragrance Hotel - Classic,0.235294118,0.392156863,0.078431373,0.137254902,0.156862745
Fragrance Hotel - Oasis,0.25,0.454545455,0.045454545,0.136363636,0.113636364
Ibis Singapore Novena,0.268292683,0.487804878,0.024390244,0.097560976,0.12195122
Value Hotel Thomson,0.341463415,0.487804878,0,0.097560976,0.073170732
Days Hotel Singapore at Zhongshan Park,0.292682927,0.487804878,0.024390244,0.097560976,0.097560976
Arena Suites,0.65,0.3,0.05,0,0
Genting Hotel Jurong,0.294117647,0.392156863,0.039215686,0.156862745,0.117647059
Ibis Styles Singapore On Macpherson,0.275,0.5,0.025,0.05,0.15
Thanksgiving Serviced Residence,0,1,0,0,0
Park Avenue Changi,0.263157895,0.526315789,0,0.157894737,0.052631579
Fragrance Hotel - Kovan,0.288888889,0.444444444,0.088888889,0.088888889,0.088888889
Ambassador Transit Hotel - Terminal 2,0.175,0.5,0.2,0.05,0.075
The Haven by JetQuay,0.157894737,0.526315789,0.157894737,0.052631579,0.105263158
D'Resort @ Downtown East,0.161290323,0.64516129,0.096774194,0.064516129,0.032258065
ZEN Rooms Changi Village,0.434782609,0.565217391,0,0,0
Raintr33 Hotel Singapore,0.434782609,0.565217391,0,0,0
Changi Cove,0.285714286,0.714285714,0,0,0
Village Hotel Changi by Far East Hospitality,0.324324324,0.540540541,0.054054054,0,0.081081081
Orchid Country Club,0.333333333,0.583333333,0.083333333,0,0
D'Kranji Farm Resort,0,1,0,0,0
PARKROYAL Serviced Suites,0.183673469,0.204081633,0.204081633,0.204081633,0.204081633
Lemon Grass Hotel,0,1,0,0,0
Golden Royal Hotel,0.127272727,0.363636364,0.2,0.254545455,0.054545455
Chinatown Hotel,0.17721519,0.253164557,0.151898734,0.253164557,0.164556962
Hotel Royal,0.1875,0.25,0.1375,0.25,0.175
Park View Hotel,0.226190476,0.238095238,0.05952381,0.238095238,0.238095238
The Club,0.212765957,0.212765957,0.191489362,0.170212766,0.212765957
May & May Hostel,0.4,0.4,0,0.08,0.12
Hornbill Hotel,0.166666667,0.37037037,0.092592593,0.37037037,0
Hotel Yan,0.25,0.75,0,0,0
