user_id,hotel_name,rating_norm,price_norm,near_station,restaurant,entertain,shopping_mall,convenience_store,star,district,destination,rating,price
,Trica Hostel,4.2,0.024468969,0.177777778,0.444444444,0.044444444,0.111111111,0.222222222,No preference,Bangkok,0,9,1200
,Trica Hostel,4.2,0.002634389,0.177777778,0.444444444,0.044444444,0.111111111,0.222222222,No preference,Bangkok,0,9,1200
,Triple Two Silom,4.2,0.057339504,0.184210526,0.263157895,0.078947368,0.210526316,0.263157895,4,Bang Rak, Bangkok,9,2585
,Triple Two Silom,4.2,0.057339504,0.184210526,0.263157895,0.078947368,0.210526316,0.263157895,4,Bang Rak, Bangkok,9,2585
,Triple Two Silom,4.2,0.118689925,0.184210526,0.263157895,0.078947368,0.210526316,0.263157895,4,Bang Rak, Bangkok,9,2585
,U Sathorn Bangkok,4.2,0.116648867,0,0.64516129,0.096774194,0.032258065,0.225806452,5,Sathorn, Bangkok,9,5084
,U Sathorn Bangkok,4.2,0.116648867,0,0.64516129,0.096774194,0.032258065,0.225806452,5,Sathorn, Bangkok,9,5084
,U Sukhumvit Bangkok,4.2,0.166892132,0.225352113,0.281690141,0.126760563,0.169014085,0.197183099,4,Wattana, Bangkok,9,7201
,U Sukhumvit Bangkok,4.2,0.166892132,0.225352113,0.281690141,0.126760563,0.169014085,0.197183099,4,Wattana, Bangkok,9,7201
,U Sukhumvit Bangkok,4.2,0.076421028,0.225352113,0.281690141,0.126760563,0.169014085,0.197183099,4,Wattana, Bangkok,9,7201
,U Sukhumvit Bangkok,4.2,0.076421028,0.225352113,0.281690141,0.126760563,0.169014085,0.197183099,4,Wattana, Bangkok,9,7201
,U Tiny Boutique Home Suvarnabhumi Bangkok,4.2,0.049151537,0,0,0,1,0,3,Saphan Sung, Bangkok,9,2240
,U Tiny Boutique Home Suvarnabhumi Bangkok,4.2,0.049151537,0,0,0,1,0,3,Saphan Sung, Bangkok,9,2240
,U Tiny Boutique Home Suvarnabhumi Bangkok,4.2,0.114275543,0,0,0,1,0,3,Saphan Sung, Bangkok,9,2240
,U Tiny Boutique Home Suvarnabhumi Bangkok,4.2,0.114275543,0,0,0,1,0,3,Saphan Sung, Bangkok,9,2240
,U Tiny Boutique Home Suvarnabhumi Bangkok,4.2,0.049151537,0,0,0,1,0,3,Saphan Sung, Bangkok,9,2240
,Udee Bangkok Hostel,3.4,0.00666904,0.225352113,0.281690141,0.281690141,0.042253521,0.169014085,3,Phaya Thai, Bangkok,8.5,450
,Unitato Hostel,4.2,0.019722321,0.260869565,0.434782609,0.086956522,0.065217391,0.152173913,No preference,Phaya Thai, Bangkok,9,1000
,Unitato Hostel,4.2,0.001922392,0.260869565,0.434782609,0.086956522,0.065217391,0.152173913,No preference,Phaya Thai, Bangkok,9,1000
,Unitato Hostel,4.2,0.019722321,0.260869565,0.434782609,0.086956522,0.065217391,0.152173913,No preference,Phaya Thai, Bangkok,9,1000
,United Residence,4.2,0.026367628,0.256410256,0.512820513,0.128205128,0.025641026,0.076923077,3,Wattana, Bangkok,9,1280
,Urban Hostel Bangkok,4.2,0.023519639,0.29787234,0.425531915,0.063829787,0.063829787,0.14893617,No preference,Bang Rak, Bangkok,9,1160
,V Residence Bangkok,4.2,0.116862466,0.094594595,0.27027027,0.27027027,0.243243243,0.121621622,4,Wattana, Bangkok,9,5093
,V Residence Bangkok,4.2,0.116862466,0.094594595,0.27027027,0.27027027,0.243243243,0.121621622,4,Wattana, Bangkok,9,5093
,VM1 Hostel,4.2,0.005957043,0.327868852,0.327868852,0,0.081967213,0.262295082,2,Phaya Thai, Bangkok,9,420
,VM1 Hostel,4.2,0.030164946,0.327868852,0.327868852,0,0.081967213,0.262295082,2,Phaya Thai, Bangkok,9,420
,Villa Phra Sumen Bangkok,4.2,0.041841699,0.281690141,0.281690141,0.169014085,0.126760563,0.14084507,3,Bangkok,0,9,1932
,Villa Phra Sumen Bangkok,4.2,0.041841699,0.281690141,0.281690141,0.169014085,0.126760563,0.14084507,3,Bangkok,0,9,1932
,Villa Phra Sumen Bangkok,4.2,0.041841699,0.281690141,0.281690141,0.169014085,0.126760563,0.14084507,3,Bangkok,0,9,1932
,Villa Phra Sumen Bangkok,4.2,0.041841699,0.281690141,0.281690141,0.169014085,0.126760563,0.14084507,3,Bangkok,0,9,1932
,Viva Garden Serviced Residence,4.2,0.044404889,0.162790698,0.465116279,0.046511628,0.069767442,0.255813953,4,Bangkok,0,9,2040
,Viva Garden Serviced Residence,4.2,0.098042008,0.162790698,0.465116279,0.046511628,0.069767442,0.255813953,4,Bangkok,0,9,2040
,Viva Garden Serviced Residence,4.2,0.098042008,0.162790698,0.465116279,0.046511628,0.069767442,0.255813953,4,Bangkok,0,9,2040
,Viva Garden Serviced Residence,4.2,0.044404889,0.162790698,0.465116279,0.046511628,0.069767442,0.255813953,4,Bangkok,0,9,2040
,Viva Garden Serviced Residence,4.2,0.044404889,0.162790698,0.465116279,0.046511628,0.069767442,0.255813953,4,Bangkok,0,9,2040
,Viva Garden Serviced Residence,4.2,0.044404889,0.162790698,0.465116279,0.046511628,0.069767442,0.255813953,4,Bangkok,0,9,2040
,W Bangkok Hotel,4.2,0.144037024,0.229885057,0.229885057,0.08045977,0.229885057,0.229885057,5,Bang Rak, Bangkok,9,6238
,W Bangkok Hotel,4.2,0.292084965,0.229885057,0.229885057,0.08045977,0.229885057,0.229885057,5,Bang Rak, Bangkok,9,6238
,W Home Bangkok,4.2,0.03158894,0.260869565,0.434782609,0.065217391,0.043478261,0.195652174,3,Bangkok,0,9,1500
,W Home Bangkok,4.2,0.03158894,0.260869565,0.434782609,0.065217391,0.043478261,0.195652174,3,Bangkok,0,9,1500
,WH hostel,4.2,0.045828883,0.037037037,0.740740741,0.037037037,0.037037037,0.148148148,2,Khlong Toei, Bangkok,9,2100
,Wayla Hostel,4.2,0.003583719,0.3125,0.3125,0.171875,0,0.203125,2,Dusit, Bangkok,9,320
,Wayla Hostel,4.2,0.026367628,0.3125,0.3125,0.171875,0,0.203125,2,Dusit, Bangkok,9,320
,Wayla Hostel,4.2,0.026367628,0.3125,0.3125,0.171875,0,0.203125,2,Dusit, Bangkok,9,320
,Wayla Hostel,4.2,0.011178355,0.3125,0.3125,0.171875,0,0.203125,2,Dusit, Bangkok,9,320
,Wealth 30th,2.6,0.013789012,0.064516129,0.64516129,0.064516129,0.064516129,0.161290323,2,Bangkok,0,8,750
,Wealth 30th,2.6,0.013789012,0.064516129,0.64516129,0.064516129,0.064516129,0.161290323,2,Bangkok,0,8,750
,Weeping Willow,5,0.047442744,0,0.512820513,0.205128205,0.102564103,0.179487179,2,Khlong Toei, Bangkok,9.5,2168
,Well Hotel Bangkok,4.2,0.06588347,0.1375,0.25,0.25,0.1125,0.25,5,Khlong Toei, Bangkok,9,2945
,Well Hotel Bangkok,4.2,0.06588347,0.1375,0.25,0.25,0.1125,0.25,5,Khlong Toei, Bangkok,9,2945
,Well Hotel Bangkok,4.2,0.06588347,0.1375,0.25,0.25,0.1125,0.25,5,Khlong Toei, Bangkok,9,2945
,Well Hotel Bangkok,4.2,0.06588347,0.1375,0.25,0.25,0.1125,0.25,5,Khlong Toei, Bangkok,9,2945
,Yellow Ribbon Hills Boutique Suites,2.6,0.033938531,0.281690141,0.281690141,0.056338028,0.154929577,0.225352113,3,Sathorn, Bangkok,8,1599
,Yim Huai Khwang,4.2,0.057695503,0.207317073,0.243902439,0.243902439,0.06097561,0.243902439,2,Huai Khwang, Bangkok,9,2600
,Yim Huai Khwang,4.2,0.057695503,0.207317073,0.243902439,0.243902439,0.06097561,0.243902439,2,Huai Khwang, Bangkok,9,2600
,Yim Huai Khwang,4.2,0.057695503,0.207317073,0.243902439,0.243902439,0.06097561,0.243902439,2,Huai Khwang, Bangkok,9,2600
,Yim Huai Khwang,4.2,0.00666904,0.207317073,0.243902439,0.243902439,0.06097561,0.243902439,2,Huai Khwang, Bangkok,9,2600
,Yindee Hostel Bangkok,4.2,0.002871722,0.16091954,0.229885057,0.149425287,0.229885057,0.229885057,No preference,Bang Rak, Bangkok,9,290
,Yindee Hostel Bangkok,4.2,0.028740952,0.16091954,0.229885057,0.149425287,0.229885057,0.229885057,No preference,Bang Rak, Bangkok,9,290
,Yindee Hostel Bangkok,4.2,0.028740952,0.16091954,0.229885057,0.149425287,0.229885057,0.229885057,No preference,Bang Rak, Bangkok,9,290
,Yoo Yen Pen Sook,4.2,0.032063605,0.161290323,0.322580645,0.032258065,0.322580645,0.161290323,2,Phaya Thai, Bangkok,9,1520
,Yoo Yen Pen Sook,4.2,0.005007713,0.161290323,0.322580645,0.032258065,0.322580645,0.161290323,2,Phaya Thai, Bangkok,9,1520
,ZEN Rooms Charurat,1,0.025655631,0.228571429,0.285714286,0.042857143,0.242857143,0.2,No preference,Pathumwan, Bangkok,7,1250
,ZEN Rooms Charurat,1,0.025655631,0.228571429,0.285714286,0.042857143,0.242857143,0.2,No preference,Pathumwan, Bangkok,7,1250
,ZEN Rooms Ladprao Soi 23,2.6,0.019722321,0.290909091,0.363636364,0.054545455,0.072727273,0.218181818,1,Chatuchak, Bangkok,8,1000
,ZEN Rooms Ladprao Soi 23,2.6,0.019722321,0.290909091,0.363636364,0.054545455,0.072727273,0.218181818,1,Chatuchak, Bangkok,8,1000
,Zenniq,2.6,0.077156758,0.333333333,0.416666667,0.0625,0.020833333,0.166666667,3,Thonburi, Bangkok,8,3420
,Ziniza The Boutique Service Apartment,2.6,0.052948855,0.204545455,0.454545455,0.113636364,0.068181818,0.159090909,3,Bang Sue, Bangkok,8,2400
,Ziniza The Boutique Service Apartment,2.6,0.052948855,0.204545455,0.454545455,0.113636364,0.068181818,0.159090909,3,Bang Sue, Bangkok,8,2400
,iCheck inn Sukhumvit 19,2.6,0.094719354,0.191919192,0.202020202,0.202020202,0.202020202,0.202020202,3,Wattana, Bangkok,8,4160
,iSanook Hostel,4.2,0.002515723,0.210526316,0.350877193,0.052631579,0.105263158,0.280701754,3,Bang Rak, Bangkok,9,275
,iSanook Hostel,4.2,0.002515723,0.210526316,0.350877193,0.052631579,0.105263158,0.280701754,3,Bang Rak, Bangkok,9,275
,lebua at State Tower,4.2,0.109315296,0.233766234,0.25974026,0.090909091,0.25974026,0.155844156,5,Bang Rak, Bangkok,9,4775
,the FAH silom,4.2,0.032229738,0.2,0.2,0.2,0.2,0.2,4,Bang Rak, Bangkok,9,1527
,the FAH silom,4.2,0.032229738,0.2,0.2,0.2,0.2,0.2,4,Bang Rak, Bangkok,9,1527
