user_id,hotel_name,rating,price,near_station,restaurant,entertain,shopping_mall,convenience_store,star,district,destination,rating,price
,APA Hotel Ningyocho-eki Kita,3.4,0.024166071,0.222222222,0.277777778,0.208333333,0.013888889,0.277777778,3,Chuo Ward, Tokyo,8,2165
,APA Hotel Ningyocho-eki Kita,3.4,0.029301777,0.222222222,0.277777778,0.208333333,0.013888889,0.277777778,3,Chuo Ward, Tokyo,8,2165
,APA Hotel Okachimachi Eki-Kita S,3.4,0.099223827,0.166666667,0.208333333,0.208333333,0.208333333,0.208333333,3,Taito, Tokyo,8,6681
,APA Hotel Okachimachi Eki-Kita S,3.4,0.092293117,0.166666667,0.208333333,0.208333333,0.208333333,0.208333333,3,Taito, Tokyo,8,6681
,APA Hotel Okachimachi Eki-Kita S,3.4,0.092293117,0.166666667,0.208333333,0.208333333,0.208333333,0.208333333,3,Taito, Tokyo,8,6681
,APA Hotel Okachimachi Eki-Kita S,3.4,0.043711669,0.166666667,0.208333333,0.208333333,0.208333333,0.208333333,3,Taito, Tokyo,8,6681
,APA Hotel Okachimachi Eki-Kita S,3.4,0.043711669,0.166666667,0.208333333,0.208333333,0.208333333,0.208333333,3,Taito, Tokyo,8,6681
,APA Hotel Roppongi Ekimae,3.4,0.1218442,0.186813187,0.21978022,0.21978022,0.153846154,0.21978022,3,Minato, Tokyo,8,8042
,APA Hotel Roppongi Ekimae,3.4,0.044725514,0.186813187,0.21978022,0.21978022,0.153846154,0.21978022,3,Minato, Tokyo,8,8042
,APA Hotel Roppongi Ekimae,3.4,0.044725514,0.186813187,0.21978022,0.21978022,0.153846154,0.21978022,3,Minato, Tokyo,8,8042
,APA Hotel Roppongi Ekimae,3.4,0.055013546,0.186813187,0.21978022,0.21978022,0.153846154,0.21978022,3,Minato, Tokyo,8,8042
,APA Hotel Roppongi-Ichome Ekimae,2.6,0.111556169,0.136363636,0.303030303,0.303030303,0.045454545,0.212121212,3,Minato, Tokyo,7,7423
,APA Hotel Shibuya Dogenzakaue,2.6,0.109511859,0.151162791,0.23255814,0.23255814,0.151162791,0.23255814,3,Shibuya Ward, Tokyo,7,7300
,APA Hotel Shimbashi Onarimon,3,0.090996726,0.148648649,0.27027027,0.27027027,0.040540541,0.27027027,3,Minato, Tokyo,7.5,6186
,APA Hotel Shimbashi Toranomon,3.4,0.039589808,0.202531646,0.253164557,0.253164557,0.037974684,0.253164557,3,Minato, Tokyo,8,3093
,APA Hotel Shimbashi Toranomon,3.4,0.101284757,0.202531646,0.253164557,0.253164557,0.037974684,0.253164557,3,Minato, Tokyo,8,3093
,APA Hotel Shinagawa Sengakuji Eki-Mae,3.4,0.023650838,0.142857143,0.571428571,0,0.085714286,0.2,3,Minato, Tokyo,8,2134
,APA Hotel Shinagawa Sengakuji Eki-Mae,3.4,0.064786345,0.142857143,0.571428571,0,0.085714286,0.2,3,Minato, Tokyo,8,2134
,APA Hotel Shinjuku Gyoemmae,3.4,0.056559243,0.166666667,0.208333333,0.208333333,0.208333333,0.208333333,3,Shinjuku Ward, Tokyo,8,4114
,APA Hotel Shinjuku Gyoemmae,3.4,0.056559243,0.166666667,0.208333333,0.208333333,0.208333333,0.208333333,3,Shinjuku Ward, Tokyo,8,4114
,APA Hotel Shintomicho-Ekikita,4.2,0.070437283,0.196721311,0.327868852,0.081967213,0.06557377,0.327868852,3,Chuo Ward, Tokyo,9,4949
,APA Hotel Shintomicho-Ekimae,3.4,0.075572989,0.23880597,0.298507463,0.074626866,0.089552239,0.298507463,3,Chuo Ward, Tokyo,8,5258
,APA Hotel Shintomicho-Ekimae,3.4,0.075572989,0.23880597,0.298507463,0.074626866,0.089552239,0.298507463,3,Chuo Ward, Tokyo,8,5258
,APA Hotel Shintomicho-Ekimae,3.4,0.024166071,0.23880597,0.298507463,0.074626866,0.089552239,0.298507463,3,Chuo Ward, Tokyo,8,5258
,APA Hotel Shintomicho-Ekimae,3.4,0.075572989,0.23880597,0.298507463,0.074626866,0.089552239,0.298507463,3,Chuo Ward, Tokyo,8,5258
,APA Hotel Shintomicho-Ekimae,3.4,0.024166071,0.23880597,0.298507463,0.074626866,0.089552239,0.298507463,3,Chuo Ward, Tokyo,8,5258
,APA Hotel Shintomicho-Ekimae,3.4,0.075572989,0.23880597,0.298507463,0.074626866,0.089552239,0.298507463,3,Chuo Ward, Tokyo,8,5258
,APA Hotel Sugamo Ekimae,4.2,0.029301777,0.076923077,0.384615385,0.269230769,0.038461538,0.230769231,3,Toshima, Tokyo,9,2474
,APA Hotel Sugamo Ekimae,4.2,0.029301777,0.076923077,0.384615385,0.269230769,0.038461538,0.230769231,3,Toshima, Tokyo,9,2474
,APA Hotel Sugamo Ekimae,4.2,0.019030365,0.076923077,0.384615385,0.269230769,0.038461538,0.230769231,3,Toshima, Tokyo,9,2474
,APA Hotel Sugamo Ekimae,4.2,0.019030365,0.076923077,0.384615385,0.269230769,0.038461538,0.230769231,3,Toshima, Tokyo,9,2474
,APA Hotel TKP Nippori Ekimae,3.4,0.070437283,0.096153846,0.384615385,0.230769231,0,0.288461538,3,Arakawa, Tokyo,8,4949
,APA Hotel TKP Nippori Ekimae,3.4,0.070437283,0.096153846,0.384615385,0.230769231,0,0.288461538,3,Arakawa, Tokyo,8,4949
,APA Hotel Tokyo Itabashi,2.6,0.070437283,0.111111111,0.444444444,0.111111111,0,0.333333333,3,Tokyo,0,7,4949
,APA Hotel Tokyo Kudanshita,3,0.075572989,0.098039216,0.392156863,0.078431373,0.039215686,0.392156863,3,Chiyoda, Tokyo,7.5,5258
,APA Hotel Tsukiji-eki Minami,3.4,0.073013446,0.237288136,0.338983051,0,0.084745763,0.338983051,3,Chuo Ward, Tokyo,8,5104
,APA Hotel Tsukiji-eki Minami,3.4,0.073013446,0.237288136,0.338983051,0,0.084745763,0.338983051,3,Chuo Ward, Tokyo,8,5104
,APA Hotel Tsukiji-eki Minami,3.4,0.075572989,0.237288136,0.338983051,0,0.084745763,0.338983051,3,Chuo Ward, Tokyo,8,5104
,APA Hotel Ueno-Ekimae,3.4,0.039589808,0.042553191,0.425531915,0.021276596,0.085106383,0.425531915,3,Taito, Tokyo,8,3093
,APA Hotel Ueno-Ekimae,3.4,0.044725514,0.042553191,0.425531915,0.021276596,0.085106383,0.425531915,3,Taito, Tokyo,8,3093
,APA Hotel Ueno-Ekimae,3.4,0.101284757,0.042553191,0.425531915,0.021276596,0.085106383,0.425531915,3,Taito, Tokyo,8,3093
,APA Hotel Ueno-Ekimae,3.4,0.039589808,0.042553191,0.425531915,0.021276596,0.085106383,0.425531915,3,Taito, Tokyo,8,3093
,APA Hotel Ueno-Ekimae,3.4,0.044725514,0.042553191,0.425531915,0.021276596,0.085106383,0.425531915,3,Taito, Tokyo,8,3093
,ARTnSHELTER,3.4,0.049213024,0.166666667,0.555555556,0,0,0.277777778,1,Shinagawa Ward, Tokyo,8,3672
,ARTnSHELTER,3.4,0.049213024,0.166666667,0.555555556,0,0,0.277777778,1,Shinagawa Ward, Tokyo,8,3672
,ARTnSHELTER,3.4,0.001811624,0.166666667,0.555555556,0,0,0.277777778,1,Shinagawa Ward, Tokyo,8,3672
,Ace Inn Asakusa,3.4,0.04987784,0.170212766,0.425531915,0.063829787,0.042553191,0.29787234,3,Taito, Tokyo,8,3712
,Ace Inn Asakusa,3.4,0.001030465,0.170212766,0.425531915,0.063829787,0.042553191,0.29787234,3,Taito, Tokyo,8,3712
,Ace Inn Shinjuku,3,0.055944288,0.14893617,0.425531915,0.085106383,0,0.340425532,1,Shinjuku Ward, Tokyo,7.5,4077
,Ai Hotel Nihonbashi,3.4,0.051672844,0.158730159,0.317460317,0.19047619,0.015873016,0.317460317,3,Chuo Ward, Tokyo,8,3820
,Ai Hotel Nihonbashi,3.4,0.051672844,0.158730159,0.317460317,0.19047619,0.015873016,0.317460317,3,Chuo Ward, Tokyo,8,3820
,Ai Hotel Nihonbashi,3.4,0.04499144,0.158730159,0.317460317,0.19047619,0.015873016,0.317460317,3,Chuo Ward, Tokyo,8,3820
,Akasaka Excel Hotel Tokyu,3.4,0.203566739,0.155844156,0.25974026,0.25974026,0.064935065,0.25974026,4,Minato, Tokyo,8,12959
,Akasaka Excel Hotel Tokyu,3.4,0.203566739,0.155844156,0.25974026,0.25974026,0.064935065,0.25974026,4,Minato, Tokyo,8,12959
,Akasaka Granbell Hotel,3.4,0.054498313,0.164556962,0.253164557,0.253164557,0.075949367,0.253164557,3,Minato, Tokyo,8,3990
,Akasaka Granbell Hotel,3.4,0.120813735,0.164556962,0.253164557,0.253164557,0.075949367,0.253164557,3,Minato, Tokyo,8,3990
,Akihabara Hotel 3000,3.4,0.004836538,0.071428571,0.285714286,0.285714286,0.071428571,0.285714286,1,Chiyoda, Tokyo,8,1002
,Akihabara Hotel 3000,3.4,0.004836538,0.071428571,0.285714286,0.285714286,0.071428571,0.285714286,1,Chiyoda, Tokyo,8,1002
,Akihabara Hotel 3000,3.4,0.071467748,0.071428571,0.285714286,0.285714286,0.071428571,0.285714286,1,Chiyoda, Tokyo,8,1002
,Akihabara Washington Hotel,3.8,0.046487277,0.101123596,0.224719101,0.224719101,0.224719101,0.224719101,3,Chiyoda, Tokyo,8.5,3508
,Akihabara Washington Hotel,3.8,0.046487277,0.101123596,0.224719101,0.224719101,0.224719101,0.224719101,3,Chiyoda, Tokyo,8.5,3508
,Anne Hostel,3.4,0.020060831,0.16,0.4,0.14,0.02,0.28,1,Taito, Tokyo,8,1918
,Anne Hostel,3.4,0.020060831,0.16,0.4,0.14,0.02,0.28,1,Taito, Tokyo,8,1918
,Anne Hostel,3.4,0.05192215,0.16,0.4,0.14,0.02,0.28,1,Taito, Tokyo,8,1918
,Annex Check In Shimbashi,3,0.032492895,0.192771084,0.240963855,0.240963855,0.084337349,0.240963855,2,Minato, Tokyo,7.5,2666
,Annex Check In Shimbashi,3,0.045855702,0.192771084,0.240963855,0.240963855,0.084337349,0.240963855,2,Minato, Tokyo,7.5,2666
,Annex Check In Shimbashi,3,0.032492895,0.192771084,0.240963855,0.240963855,0.084337349,0.240963855,2,Minato, Tokyo,7.5,2666
,Annex Check In Shimbashi,3,0.045855702,0.192771084,0.240963855,0.240963855,0.084337349,0.240963855,2,Minato, Tokyo,7.5,2666
,Annex Check In Shimbashi,3,0.103545133,0.192771084,0.240963855,0.240963855,0.084337349,0.240963855,2,Minato, Tokyo,7.5,2666
,Annex Katsutaro Ryokan,3.8,0.115678029,0.105263158,0.526315789,0.078947368,0.026315789,0.263157895,2,Bunkyo, Tokyo,8.5,7671
,Annex Katsutaro Ryokan,3.8,0.05192215,0.105263158,0.526315789,0.078947368,0.026315789,0.263157895,2,Bunkyo, Tokyo,8.5,7671
,Ark Hotel Tokyo Ikebukuro,3.4,0.076088221,0.183673469,0.204081633,0.204081633,0.204081633,0.204081633,3,Toshima, Tokyo,8,5289
,Ark Hotel Tokyo Ikebukuro,3.4,0.041900045,0.183673469,0.204081633,0.204081633,0.204081633,0.204081633,3,Toshima, Tokyo,8,5289
,Ark Hotel Tokyo Ikebukuro,3.4,0.076088221,0.183673469,0.204081633,0.204081633,0.204081633,0.204081633,3,Toshima, Tokyo,8,5289
,Asakusa Central Hotel,3.4,0.055013546,0.162790698,0.23255814,0.139534884,0.23255814,0.23255814,3,Taito, Tokyo,8,4021
,Asakusa Hotel Hatago,4.2,0.111556169,0.21875,0.3125,0.046875,0.109375,0.3125,3,Taito, Tokyo,9,7423
,Asakusa Hotel Wasou,3.4,0.080210082,0.171875,0.3125,0.09375,0.1875,0.234375,2,Taito, Tokyo,8,5537
,Asakusa Hotel Wasou,3.4,0.080210082,0.171875,0.3125,0.09375,0.1875,0.234375,2,Taito, Tokyo,8,5537
,Asakusa Hotel Wasou,3.4,0.034969335,0.171875,0.3125,0.09375,0.1875,0.234375,2,Taito, Tokyo,8,5537
,Asakusa Hotel Wasou,3.4,0.034969335,0.171875,0.3125,0.09375,0.1875,0.234375,2,Taito, Tokyo,8,5537
,Asakusa View Hotel,3.4,0.162979706,0.114285714,0.285714286,0.157142857,0.228571429,0.214285714,4,Taito, Tokyo,8,10517
,Asakusa View Hotel,3.4,0.070437283,0.114285714,0.285714286,0.157142857,0.228571429,0.214285714,4,Taito, Tokyo,8,10517
,Asakusa View Hotel,3.4,0.162979706,0.114285714,0.285714286,0.157142857,0.228571429,0.214285714,4,Taito, Tokyo,8,10517
,Asakusa View Hotel,3.4,0.070437283,0.114285714,0.285714286,0.157142857,0.228571429,0.214285714,4,Taito, Tokyo,8,10517
,Belle Via Tokyo,2.6,0.052952615,0.075,0.5,0.025,0.025,0.375,1,Toshima, Tokyo,7,3897
,Belmont Hotel,3,0.08586102,0.150943396,0.377358491,0.132075472,0.094339623,0.245283019,3,Taito, Tokyo,7.5,5877
,Best Western Tokyo Nishikasai,3.4,0.06992205,0.14516129,0.322580645,0.193548387,0.016129032,0.322580645,3,Edogawa, Tokyo,8,4918
,Best Western Tokyo Nishikasai,3.4,0.032143866,0.14516129,0.322580645,0.193548387,0.016129032,0.322580645,3,Edogawa, Tokyo,8,4918
,Best Western Tokyo Nishikasai,3.4,0.032143866,0.14516129,0.322580645,0.193548387,0.016129032,0.322580645,3,Edogawa, Tokyo,8,4918
,Best Western Tokyo Nishikasai,3.4,0.076088221,0.14516129,0.322580645,0.193548387,0.016129032,0.322580645,3,Edogawa, Tokyo,8,4918
,Best Western Tokyo Nishikasai,3.4,0.076088221,0.14516129,0.322580645,0.193548387,0.016129032,0.322580645,3,Edogawa, Tokyo,8,4918
,Best Western Tokyo Nishikasai,3.4,0.06992205,0.14516129,0.322580645,0.193548387,0.016129032,0.322580645,3,Edogawa, Tokyo,8,4918
,Best Western Tokyo Nishikasai,3.4,0.023600977,0.14516129,0.322580645,0.193548387,0.016129032,0.322580645,3,Edogawa, Tokyo,8,4918
,Book And Bed Tokyo,3.8,0.094786178,0.139784946,0.215053763,0.215053763,0.215053763,0.215053763,2,Toshima, Tokyo,8.5,6414
,Book And Bed Tokyo,3.8,0.014825403,0.139784946,0.215053763,0.215053763,0.215053763,0.215053763,2,Toshima, Tokyo,8.5,6414
,Book And Bed Tokyo,3.8,0.014825403,0.139784946,0.215053763,0.215053763,0.215053763,0.215053763,2,Toshima, Tokyo,8.5,6414
,Business Hotel Ban,3.4,0.034454103,0.289855072,0.289855072,0.014492754,0.115942029,0.289855072,3,Chuo Ward, Tokyo,8,2784
,Business Hotel Ban,3.4,0.034454103,0.289855072,0.289855072,0.014492754,0.115942029,0.289855072,3,Chuo Ward, Tokyo,8,2784
,Capsule Hotel & Sauna Ikebukuro Plaza,3.4,0.049661775,0.117647059,0.235294118,0.235294118,0.176470588,0.235294118,1,Toshima, Tokyo,8,3699
,Capsule Hotel Anshin Oyado Shinbashi,4.2,0.090996726,0.2,0.2,0.2,0.2,0.2,1,Minato, Tokyo,9,6186
,Capsule Hotel Anshin Oyado Shinbashi,4.2,0.01389466,0.2,0.2,0.2,0.2,0.2,1,Minato, Tokyo,9,6186
,Capsule Hotel Shibuya,3,0.031362707,0.2,0.2,0.2,0.2,0.2,1,Shibuya Ward, Tokyo,7.5,2598
,Capsule Hotel Shibuya,3,0.031362707,0.2,0.2,0.2,0.2,0.2,1,Shibuya Ward, Tokyo,7.5,2598
,Capsule and Sauna Oriental,3.4,0.062210182,0.157894737,0.210526316,0.210526316,0.210526316,0.210526316,1,Taito, Tokyo,8,4454
,Capsule and Sauna Oriental,3.4,0.006698024,0.157894737,0.210526316,0.210526316,0.210526316,0.210526316,1,Taito, Tokyo,8,4454
,Capsule and Sauna Rosco,3.4,0.077018964,0.047619048,0.476190476,0.119047619,0.047619048,0.30952381,1,Kita, Tokyo,8,5345
,Celestine Hotel,4.2,0.058354247,0.3125,0.3125,0.03125,0.03125,0.3125,4,Minato, Tokyo,9,4222
,Centurion Cabin & Spa,4.2,0.029301777,0.144736842,0.263157895,0.263157895,0.065789474,0.263157895,1,Minato, Tokyo,9,2474
,Centurion Cabin & Spa,4.2,0.029301777,0.144736842,0.263157895,0.263157895,0.065789474,0.263157895,1,Minato, Tokyo,9,2474
,Centurion Hotel Grand Akasaka,3.4,0.049362607,0.155844156,0.25974026,0.25974026,0.064935065,0.25974026,3,Minato, Tokyo,8,3681
,Centurion Hotel Grand Akasaka,3.4,0.049362607,0.155844156,0.25974026,0.25974026,0.064935065,0.25974026,3,Minato, Tokyo,8,3681
,Centurion Hotel Grand Akasaka,3.4,0.132132232,0.155844156,0.25974026,0.25974026,0.064935065,0.25974026,3,Minato, Tokyo,8,3681
,Centurion Hotel Ikebukuro,3.4,0.081024482,0.133333333,0.222222222,0.222222222,0.2,0.222222222,3,Toshima, Tokyo,8,5586
,Centurion Hotel Ikebukuro,3.4,0.045755979,0.133333333,0.222222222,0.222222222,0.2,0.222222222,3,Toshima, Tokyo,8,5586
,Centurion Hotel Residential Akasaka,3.4,0.049362607,0.144736842,0.263157895,0.263157895,0.065789474,0.263157895,3,Minato, Tokyo,8,3681
,Cerulean Tower Tokyu Hotel,4.2,0.198879785,0.2,0.2,0.2,0.2,0.2,5,Shibuya Ward, Tokyo,9,12677
,Cerulean Tower Tokyu Hotel,4.2,0.198879785,0.2,0.2,0.2,0.2,0.2,5,Shibuya Ward, Tokyo,9,12677
,Chisun Hotel Hamamatsucho,2.6,0.070437283,0.185185185,0.37037037,0.074074074,0.037037037,0.333333333,3,Minato, Tokyo,7,4949
,Chisun Inn Kamata,3.4,0.020576063,0.171052632,0.263157895,0.263157895,0.039473684,0.263157895,3,Ota Ward, Tokyo,8,1949
,Chisun Inn Kamata,3.4,0.032592617,0.171052632,0.263157895,0.263157895,0.039473684,0.263157895,3,Ota Ward, Tokyo,8,1949
,Chisun Inn Kamata,3.4,0.032592617,0.171052632,0.263157895,0.263157895,0.039473684,0.263157895,3,Ota Ward, Tokyo,8,1949
,Chiyoda Inn,4.2,0.086891485,0.285714286,0.408163265,0,0.040816327,0.265306122,2,Arakawa, Tokyo,9,5939
,Chiyoda Inn,4.2,0.037528878,0.285714286,0.408163265,0,0.040816327,0.265306122,2,Arakawa, Tokyo,9,5939
,Chiyoda Inn,4.2,0.086891485,0.285714286,0.408163265,0,0.040816327,0.265306122,2,Arakawa, Tokyo,9,5939
,Claska,3.4,0.568384663,0.210526316,0.526315789,0,0,0.263157895,4,Meguro Ward, Tokyo,8,34909
,Claska,3.4,0.305765619,0.210526316,0.526315789,0,0,0.263157895,4,Meguro Ward, Tokyo,8,34909
,Claska,3.4,0.305765619,0.210526316,0.526315789,0,0,0.263157895,4,Meguro Ward, Tokyo,8,34909
,Claska,3.4,0.305765619,0.210526316,0.526315789,0,0,0.263157895,4,Meguro Ward, Tokyo,8,34909
,Comfort Hotel Tokyo Higashi Nihombashi,3.4,0.032908405,0.171875,0.3125,0.1875,0.015625,0.3125,3,Chuo Ward, Tokyo,8,2691
,Comfort Hotel Tokyo Higashi Nihombashi,3.4,0.032908405,0.171875,0.3125,0.1875,0.015625,0.3125,3,Chuo Ward, Tokyo,8,2691
,Courtyard by Marriott Tokyo Station,3.4,0.089982881,0.210526316,0.210526316,0.157894737,0.210526316,0.210526316,4,Chuo Ward, Tokyo,8,6125
,Courtyard by Marriott Tokyo Station,3.4,0.277278242,0.210526316,0.210526316,0.157894737,0.210526316,0.210526316,4,Chuo Ward, Tokyo,8,6125
,Courtyard by Marriott Tokyo Station,3.4,0.089982881,0.210526316,0.210526316,0.157894737,0.210526316,0.210526316,4,Chuo Ward, Tokyo,8,6125
